attrib1,attrib2,attrib3,class
3.296393,1.358176,6.658629,0
4.725728,5.767935,6.146809,1
8.92787,7.182214,7.961188,1
9.952731,6.227524,9.225035,1
9.050817,1.556707,3.325089,1
5.850851,8.201783,7.859697,1
5.630709,4.976496,6.763008,1
2.935492,4.729328,1.760074,0
7.860704,9.857542,8.903557,1
1.306642,4.789144,4.026791,0
6.545559,5.507357,3.616967,0
3.99323,1.97841,5.145164,0
8.220972,9.505871,3.347248,1
4.269165,6.43981,2.620859,0
9.560416,5.263401,1.364043,1
4.577078,2.467329,9.661887,0
2.004633,4.80815,6.610071,0
0.206195,6.550127,2.211486,0
2.242194,4.450136,4.580959,0
3.374551,2.950754,7.842224,0
1.025453,0.263093,3.766892,0
7.581074,9.900351,3.586976,1
2.322614,2.600284,6.93756,0
3.173674,3.95348,7.750597,0
1.695497,0.984127,7.834292,0
4.423517,9.209712,8.866904,1
8.866546,3.874903,2.989214,0
7.301315,1.245669,1.054937,0
2.982477,0.53352,5.631605,0
9.138817,4.176893,8.91855,1
3.807663,7.17096,2.636099,1
3.667523,6.968184,5.84312,1
8.207252,1.199553,0.292594,1
1.883282,1.71563,5.491567,0
2.214871,4.692037,8.226877,0
4.823173,0.950234,4.070472,0
0.511722,9.315901,2.190984,1
8.843756,2.791544,0.278522,0
0.005809,2.907695,0.897473,0
8.216053,0.541489,7.322487,0
3.284614,1.800287,5.197166,0
4.387169,5.044525,2.1903,1
0.173006,0.661749,7.194928,0
1.121825,3.671185,4.636883,1
3.513911,5.624835,6.801807,1
8.075329,8.477533,1.319064,1
4.350015,4.271831,0.913903,0
4.111258,0.755356,7.812058,0
8.340304,6.464209,3.031365,1
4.472686,6.612496,2.38082,1
0.728862,9.81757,1.03536,1
7.942531,9.127477,3.764941,1
3.260239,6.934611,3.890991,1
2.231212,8.330925,7.636528,1
3.049897,9.311644,0.963021,1
4.454883,0.712928,8.889005,0
7.057695,5.365243,3.796283,0
5.556277,7.273574,4.355927,1
8.317905,3.299749,9.256891,0
8.373654,3.268451,6.270364,1
1.062523,8.256451,7.934539,1
0.498742,0.281208,1.501149,0
3.845161,5.698809,8.711751,1
5.372037,5.447183,5.282801,1
3.515233,9.891284,8.410344,0
1.958294,3.497378,5.376025,1
1.567726,2.757917,0.963024,0
1.69538,0.73005,2.2063,0
8.282858,0.989477,9.4048,1
5.417113,1.972962,2.138792,0
9.804216,2.157716,3.457599,1
2.032224,8.605843,5.772019,1
7.880684,0.928421,4.28167,0
2.565638,3.928542,3.156174,1
8.798815,8.039028,6.3316,1
7.973814,8.724715,9.072221,0
5.516937,9.60173,7.820026,1
8.666814,5.230928,5.750209,1
6.678401,5.60226,8.812927,1
7.670616,4.751326,8.197858,0
8.842367,1.233603,6.598297,1
4.983566,9.579301,9.738835,1
0.617173,4.620708,9.629689,0
4.469237,5.681318,2.859225,1
8.248102,2.801105,0.399323,1
4.337208,9.798335,8.799007,0
3.894522,4.382651,8.566263,1
5.163683,9.054026,7.655355,1
6.251208,9.615181,7.594251,1
6.06137,0.392978,3.807892,1
1.600406,5.181816,7.869968,0
6.757402,0.109681,7.603087,0
7.919574,4.147052,0.382763,1
6.675141,8.993473,3.38272,1
5.528184,0.320143,2.370736,0
9.512167,5.0341,4.003337,1
8.941545,6.525509,8.949857,1
9.64734,7.839929,9.501518,1
5.432471,1.821124,6.724503,0
6.730293,3.259912,8.165192,1
1.210196,5.032443,1.820539,0
6.006888,7.32202,4.722079,1
8.547624,6.670506,1.513247,0
1.820681,0.821457,0.351752,0
1.380311,7.242049,7.572578,0
3.336617,3.568825,2.720894,0
9.883247,4.741693,7.50909,1
7.347884,3.180048,9.447847,1
6.324421,0.630986,7.566711,1
4.152712,5.912756,7.961768,1
1.252578,5.807427,8.308976,0
1.037061,5.155556,8.140077,0
8.663311,0.073212,2.280029,0
2.821248,7.935008,9.808744,1
9.757631,9.712646,5.936103,1
0.154988,7.746123,7.174272,0
3.320169,6.759116,4.332208,1
9.217779,5.911853,4.571689,1
5.154916,9.254939,5.644376,1
8.825924,6.036074,6.813096,1
2.433977,2.972408,8.369737,0
5.234965,9.463948,8.286094,1
7.354863,0.301688,4.906043,0
6.157378,0.147056,0.724923,0
5.898561,2.642273,2.958407,0
9.145084,2.676004,7.670917,1
8.557595,3.723348,5.857785,0
5.499703,7.562497,6.93041,1
0.544125,2.578557,8.7106,0
1.605913,6.981671,5.087634,1
1.082314,1.740864,9.867768,0
3.668933,2.152398,7.320591,1
4.667437,1.304038,3.56674,0
3.85555,4.747253,0.567269,0
9.785728,0.016044,0.500332,1
0.916774,4.065078,4.813628,0
0.707873,5.023583,3.828868,0
3.188733,0.255385,4.425495,0
3.658972,1.34467,6.224626,0
8.196641,8.274226,9.079093,1
6.665932,5.712556,3.921436,1
7.177368,1.172444,3.713594,1
2.40831,7.074937,4.560807,1
3.680105,5.131618,4.540243,0
3.01901,7.857156,9.486891,1
7.043145,2.536293,5.03823,1
1.822391,5.643805,3.898496,0
9.322875,7.655132,0.146162,1
2.900329,4.922252,5.211623,0
2.081124,8.747794,2.127588,1
3.861456,1.020187,0.466699,0
4.831194,0.57395,9.23582,0
8.008772,7.136251,8.46575,1
2.75935,9.382988,5.146204,1
9.61886,6.829461,4.486002,1
7.874426,0.1725,0.212502,0
4.791718,0.239806,2.515683,0
5.989215,7.224184,8.105171,1
2.643723,8.815262,8.589603,1
8.532885,0.754949,8.196141,1
5.915092,3.111813,3.663277,1
4.70129,2.567591,2.936601,0
7.210105,0.722199,1.450934,0
3.435371,8.844939,3.277765,1
1.773969,6.921918,7.454864,0
7.117481,5.401313,2.778125,1
7.701387,8.151262,2.086728,1
1.970976,5.011378,9.388592,0
9.016062,2.017121,2.206874,1
2.546991,5.728148,0.84066,0
6.670805,5.286119,3.494162,1
7.465908,2.159946,6.508583,1
5.805839,2.078365,7.974819,0
7.933981,4.368971,4.724932,1
6.756292,9.294822,4.70125,1
9.878384,9.159801,8.337104,0
2.249452,0.22219,5.055919,0
7.250944,9.729646,3.242744,0
5.479757,2.703132,5.627116,0
0.931891,7.412597,3.461567,1
4.273975,4.307404,4.812873,1
7.884238,5.921238,4.439429,0
8.151168,0.981826,0.622758,1
5.696916,2.262264,4.287571,0
7.896808,0.465815,3.531443,0
9.836657,0.432286,9.575268,1
7.323516,9.203825,1.547157,1
7.42987,9.553232,8.803552,1
0.663959,5.131564,6.015447,0
4.534273,4.374514,9.995118,0
3.29707,0.96452,5.675075,0
1.440579,2.955396,2.880728,1
7.85475,8.011643,3.36115,0
6.648213,9.739543,8.005494,1
8.434869,5.220524,4.672927,1
3.310005,9.387843,7.96017,1
2.46439,6.530406,9.864238,0
0.222194,8.662837,1.713649,0
4.004855,2.532532,8.952236,0
1.810638,6.711022,1.327067,0
1.947785,7.396895,8.165749,0
6.847907,2.40981,9.109626,1
5.979501,3.984804,3.64504,1
5.254326,0.258043,4.860175,0
8.044462,2.782829,2.751358,1
0.186038,8.66407,2.054236,0
0.867398,1.228672,3.564437,0
5.036492,7.398367,7.283423,1
2.85603,7.952167,7.837946,1
6.042693,6.164306,4.056614,1
2.982746,9.435857,1.232245,1
3.160365,3.548217,4.11677,0
8.708304,8.435031,1.912814,1
7.950034,5.228053,1.286415,1
5.43148,1.068309,4.384262,1
3.277757,9.457331,6.273468,1
7.53793,8.467961,2.978348,1
3.955401,1.110209,7.888522,0
1.954312,4.237727,3.405438,0
2.010277,0.525648,0.598499,0
8.779819,7.501234,3.486317,1
4.503421,7.332963,9.791816,0
0.158082,6.846466,9.599529,0
9.22177,0.869321,4.5744,1
1.52217,8.268391,4.452916,1
4.027386,6.421833,5.486254,1
6.722394,5.82261,7.851693,1
0.673153,1.115134,9.391125,0
5.409585,1.982804,4.103573,0
9.495366,2.188636,4.061268,1
6.117066,8.579719,1.482613,1
2.747053,1.926546,5.009728,0
6.124637,3.524775,7.224483,1
8.747462,7.583991,5.748909,1
9.029612,2.684027,8.397717,1
8.293279,9.242777,2.638217,1
0.820802,0.457429,9.158836,0
5.296539,4.935741,5.611806,1
8.996984,5.780327,0.077101,0
2.197129,0.552642,2.043086,0
9.515399,3.90156,9.886266,1
6.347702,6.300498,8.391974,1
3.171709,4.637819,3.696938,0
0.059702,9.354377,6.672002,1
2.924174,9.843499,3.014652,1
8.34229,3.85724,0.143818,1
9.333043,3.097941,1.481166,1
8.920358,1.616952,9.960641,1
0.617357,5.574337,5.788181,0
2.289839,7.407126,7.584018,1
8.37598,9.450574,5.106652,1
3.732528,9.622022,3.207379,0
5.631961,5.485879,5.712356,1
6.674388,4.723644,8.291792,1
2.865989,4.889622,0.073068,0
1.280359,5.311737,3.75968,0
0.062321,2.294432,8.297147,0
2.686776,2.802118,7.393512,0
4.719893,4.104213,9.941473,0
6.318953,4.198199,2.170808,1
7.78937,6.437769,7.249033,1
8.037685,4.036188,9.292823,1
1.641983,4.491794,1.37767,0
5.32784,8.226042,6.628594,1
4.861916,6.496843,1.570481,1
6.461853,1.518716,5.706832,0
4.181414,2.022124,2.236554,0
6.747121,9.659936,0.972113,1
9.416823,4.229355,4.164285,1
9.265054,5.512079,4.805233,1
5.848253,4.368129,9.313933,1
3.748554,0.251899,0.608519,0
3.069891,7.458048,9.246855,1
8.644252,7.612984,5.905491,1
3.891022,7.826354,3.788829,1
5.278455,9.506208,5.701084,1
5.919538,4.517487,4.049296,0
4.998393,7.173584,1.955377,1
0.451613,5.895275,8.291799,0
2.563365,0.898011,8.169476,0
1.518994,3.207488,6.6722,0
8.732127,3.526539,9.155064,1
3.821456,8.627017,3.566799,1
3.729213,5.230013,3.842062,0
5.071236,1.801614,1.647321,0
2.045424,7.857791,2.473893,1
9.466699,2.323727,7.042954,1
6.355283,9.962982,2.013955,1
3.709769,7.281286,7.678294,1
5.525737,6.007609,4.660237,1
6.004716,5.464234,3.589138,1
2.339586,3.082253,5.648551,0
7.916701,7.869747,5.458875,1
4.861504,1.856454,8.503381,0
4.128017,5.414006,7.173424,1
7.534635,9.83466,8.438434,1
6.110221,0.479021,4.519711,0
3.241067,4.535197,0.679873,0
6.906884,0.329522,4.069666,0
9.333725,2.177754,2.306208,0
3.263297,4.804206,6.196512,0
7.77258,8.725407,5.317662,0
9.374683,5.398735,5.217006,1
3.327363,9.934068,6.03842,1
9.494498,1.544162,9.350157,0
3.060124,8.489929,5.472921,1
8.819832,3.18774,0.011,1
7.856687,2.064454,3.436391,1
6.144424,3.230458,8.053272,1
0.619906,2.070623,6.788513,0
5.878998,5.259068,2.447045,1
5.782781,8.01188,6.435176,1
7.505298,9.136013,7.582134,1
9.557306,9.051521,4.660471,1
0.044897,9.602291,5.501461,1
2.054326,6.284986,4.353788,0
3.538315,6.033339,0.555467,1
6.509066,6.323056,0.968952,1
2.359763,3.829331,1.870066,0
5.145942,8.13233,7.032373,1
7.36894,0.595797,7.624253,0
2.661938,4.976595,9.741186,0
7.247135,2.935456,0.729584,1
9.579796,2.805613,4.790461,1
5.713445,6.993475,2.764642,1
3.285315,4.156994,0.632849,0
5.1185,7.956623,6.678316,0
5.426099,1.243925,7.578482,1
7.623602,0.831767,7.82841,0
2.97527,8.021936,1.686822,1
6.649751,5.652359,0.177834,1
1.765337,2.470638,5.534976,0
8.847218,2.712755,2.775187,1
4.234213,9.286732,7.018858,1
8.621524,1.842503,8.979259,1
2.916567,1.238251,2.515809,0
4.840412,7.157998,0.004427,1
1.355936,3.827081,3.671467,0
3.71687,2.001211,8.591904,0
5.090662,2.861151,7.609117,1
4.02749,4.80119,3.823209,0
8.320946,9.893927,4.372353,1
2.523062,1.781798,1.848598,0
3.782626,7.337642,9.739637,0
5.623712,3.118796,9.572668,0
2.721088,7.556478,8.052624,1
3.638758,9.274111,4.144241,1
8.409282,7.095149,0.216018,1
9.39688,7.588533,3.878919,1
6.033717,6.893114,8.162264,1
6.78439,6.788955,1.669411,1
5.632932,2.529418,3.471035,0
1.670946,6.215382,5.325494,0
8.981107,0.525276,4.724176,1
7.287186,6.971833,5.720197,1
9.661739,5.201786,8.742343,0
6.037705,4.602542,8.338932,1
3.586031,8.635407,1.070406,0
7.491221,0.065231,1.323493,0
0.22623,7.578861,4.464462,0
4.354272,1.023835,6.856349,0
6.933997,4.394133,0.900751,1
9.349606,2.50267,3.452484,1
3.509746,9.735707,2.583527,0
4.220769,4.721778,5.3665,0
5.859639,9.480503,8.009095,1
1.606348,2.910424,8.092037,0
0.138989,0.905051,4.726376,1
1.155132,0.45299,4.990645,0
3.79129,3.317254,6.269951,0
7.07933,8.53953,8.514362,1
7.46784,7.268125,4.484863,1
4.854137,6.264364,0.546876,1
7.034369,3.934684,4.518566,1
9.216799,1.520748,3.101271,0
1.330913,6.293122,6.313627,0
9.339662,3.83829,0.015495,1
5.790461,1.664211,2.263354,0
9.51493,0.84114,9.754271,1
8.68924,3.299496,8.452592,1
1.368378,4.315117,1.831606,0
7.353041,0.757585,1.928881,0
6.844542,8.139815,1.814705,1
6.094106,3.043477,4.610515,1
2.506964,1.202324,4.155749,0
4.069585,5.609909,9.949156,1
8.125576,6.212346,1.014372,1
6.580135,9.984366,2.087941,1
9.862719,3.322014,7.239713,1
4.90908,2.583075,7.641748,0
5.087033,1.242595,7.427153,0
6.858001,6.722931,5.750938,1
3.073885,8.335091,8.581671,1
6.638166,0.998412,7.738796,0
0.630067,8.33513,3.922725,0
7.871765,3.842147,1.433426,1
0.111862,3.408946,6.465368,0
2.721425,6.179692,9.79585,0
8.238665,4.832632,1.056711,1
0.745975,3.184717,5.557157,0
8.379129,7.356742,1.258987,1
5.873738,7.435138,7.726803,1
0.215798,4.446124,6.583616,0
0.67219,4.348294,2.09453,0
6.996179,4.955227,3.410791,1
3.675776,6.493612,2.425013,1
2.616459,4.520651,4.359371,0
7.640933,3.963734,3.509288,1
9.896118,2.12287,0.164929,1
7.507102,9.548301,8.047626,0
2.549943,8.268017,8.912787,1
2.349743,3.958571,9.511207,1
1.068333,1.783371,9.719757,0
9.163166,4.072264,0.001709,1
4.073076,7.828104,1.607011,0
0.815934,7.530386,9.839683,1
4.038191,7.217149,6.79427,1
9.529702,0.784268,8.135109,1
2.828647,4.221418,0.374101,0
2.86773,5.714752,3.80249,0
8.307316,8.775121,9.631218,1
1.436312,0.359229,8.979143,0
3.627511,8.122089,9.372948,0
8.922298,8.200788,6.863958,1
9.221376,3.3484,7.467279,1
7.864897,2.962857,4.209755,1
4.651019,4.750363,5.571449,1
0.395029,6.113375,0.593823,0
2.636231,4.90177,3.904218,0
4.831137,8.68118,8.603316,0
3.278605,5.738468,2.760337,1
1.301414,2.753094,7.115514,1
7.21908,0.728929,4.72686,0
9.990553,6.117408,3.695856,0
1.733257,6.588785,7.534446,0
9.659809,8.389791,8.66053,1
0.493087,7.508303,5.184387,0
7.065323,0.515169,3.862211,0
1.888751,6.187891,7.587137,0
5.197855,3.989135,0.742945,0
7.399706,5.458248,8.075078,1
7.983608,7.880799,9.585046,1
2.394237,2.976944,7.608754,0
5.593668,4.778034,8.082201,1
4.644229,8.23192,8.988956,1
8.8277,6.829666,9.972429,1
3.534955,3.86484,8.107442,0
3.500181,0.607526,2.95984,0
0.182354,2.071047,2.449643,0
8.677949,9.852412,9.014749,1
5.347414,7.2059,4.62162,1
5.331081,5.652667,8.901584,1
4.517933,5.164004,3.481387,1
7.811722,2.935312,0.274302,0
7.921683,0.392679,9.702453,0
5.122176,3.818838,9.104028,0
0.977364,8.230564,4.178797,1
0.785148,9.992363,4.519491,1
3.624908,8.424812,4.440495,1
0.584099,8.742018,0.017895,1
2.611093,9.780625,7.388325,1
2.223259,2.361455,7.814718,0
4.33466,9.638107,5.515402,1
7.06107,3.135395,0.068428,1
7.997654,5.058257,7.678495,1
6.923319,5.138153,1.539959,1
1.438148,3.38993,4.177346,0
9.804858,2.822891,1.218303,1
0.984788,0.770181,8.780739,1
8.607351,0.792085,5.242608,1
7.187091,6.51628,5.233238,0
7.530638,6.7077,4.508228,1
6.633401,8.787947,1.868586,1
2.532536,6.225231,1.839167,0
6.445479,7.765838,3.113565,1
5.378489,7.465052,7.862653,1
8.514948,0.177782,7.997765,0
9.590561,5.049884,7.925222,1
2.469523,3.983279,3.133927,0
3.365896,5.456459,6.309176,0
9.576783,6.317369,3.185163,1
3.625977,0.716771,9.477039,0
7.250651,7.708606,4.93012,0
5.356641,3.489499,7.785346,1
8.4022,0.264532,5.735882,0
8.82498,4.509673,1.414055,1
0.361815,2.075477,1.121697,0
2.132427,5.063619,6.319386,0
5.565113,8.802336,2.154087,1
1.234162,2.109293,3.934157,0
2.997101,6.767172,3.024875,1
1.946881,7.837705,3.464602,1
6.470372,2.145825,2.25771,1
3.046929,3.152629,6.547452,0
9.900484,4.50575,0.763609,1
0.047228,5.637777,6.302111,0
0.479873,3.698487,2.766114,0
2.245332,5.179616,3.852399,0
8.651493,4.633424,2.583771,0
0.115811,1.519756,9.433157,0
3.996023,9.626352,5.793863,1
4.727822,9.740199,3.572668,1
6.916932,2.164381,6.319337,1
0.929254,5.558801,0.459508,0
2.595766,6.602843,8.356928,1
4.128253,7.87492,4.674624,0
5.985963,2.953049,9.644799,0
9.243852,0.21749,5.265795,1
4.211775,3.690476,7.517909,0
3.296621,1.291755,0.703311,0
6.471839,8.897882,8.422039,1
8.946716,3.633411,5.707525,1
9.018046,9.882181,4.345781,1
4.744404,6.42154,4.217525,1
6.37205,9.278422,8.653517,1
8.78717,3.96445,8.277925,1
9.214081,4.835172,6.968658,1
8.352778,1.192561,2.49885,1
5.708262,3.15185,5.421756,0
8.914463,2.257986,6.149597,1
2.778061,5.397487,7.02433,0
8.114725,9.339458,1.901226,1
7.290305,3.301389,5.956064,1
5.357358,5.107666,7.305753,1
3.78148,1.848758,5.475609,0
4.665491,7.838763,9.361031,1
2.430764,9.464377,6.443745,1
2.318655,3.786736,9.901917,0
9.676029,3.643516,8.612647,0
2.601809,8.598249,9.986139,1
9.938086,9.747966,7.310436,1
3.522015,2.476993,9.612407,0
4.572279,6.742119,6.012565,1
6.069571,2.743621,1.287773,1
8.790138,6.38441,6.942712,1
5.107225,2.742904,7.565642,0
0.76676,1.319758,2.012277,0
9.501607,2.136609,8.732064,1
0.484058,9.748629,2.819039,1
5.959465,4.345923,7.075736,1
7.320963,6.330188,5.961018,1
3.620158,8.484345,6.808312,1
8.213074,2.164852,3.949881,1
4.583479,7.887573,1.221448,1
0.37815,3.733877,4.086603,0
7.509428,1.39139,1.896473,1
2.37144,7.116976,2.695295,1
0.368444,3.363497,5.362296,0
0.990579,1.439929,4.509102,1
2.557986,6.761433,1.744058,1
7.163383,6.543099,4.313409,1
7.476503,0.475119,0.839453,0
0.733911,7.510938,3.886671,0
1.933237,0.343399,4.428337,0
1.613053,7.776212,1.974348,1
0.738639,3.17015,0.778391,0
6.363669,4.887097,8.843499,1
2.76385,5.172504,2.097843,0
1.456148,6.072066,5.023598,0
9.435868,8.276308,1.452582,1
2.621159,2.84153,2.016017,0
6.872916,8.88607,0.590863,0
1.249736,9.567042,1.662686,1
9.230561,8.881021,3.912839,1
7.267273,9.217563,2.910861,1
8.445373,8.07019,0.969936,1
9.668432,1.802687,0.192947,1
7.809472,9.139478,9.334037,1
7.100115,2.949135,9.290927,1
3.867399,3.059412,8.060907,0
5.059723,5.852182,7.893753,1
1.993299,2.028458,7.047498,1
5.527863,4.750015,9.331935,0
4.801126,2.078746,0.932402,0
3.699974,1.644233,4.427046,0
4.612155,2.987207,8.749615,0
5.997301,1.591861,7.002957,0
1.732266,7.865486,1.804827,1
4.210068,9.701862,9.416393,1
7.766289,4.90117,3.610372,1
5.840011,7.685344,9.045731,1
2.346626,0.486582,0.764087,0
8.734519,5.441694,7.175858,1
5.079086,7.210329,2.623192,1
8.855277,7.235954,7.428426,1
9.4686,4.992989,0.719953,1
3.83225,6.00132,7.19024,1
2.066308,9.500655,2.68248,1
4.007936,6.964058,4.442686,1
3.463652,2.812034,8.856721,0
1.737234,8.709865,7.19594,1
9.121722,7.423089,0.658763,1
1.131093,5.048214,1.754991,0
7.219602,7.827351,0.15784,1
9.482586,6.565431,7.996926,0
2.153468,2.55625,9.743477,0
1.482002,7.156574,0.114957,0
0.548814,6.357256,4.948323,1
9.195904,1.051658,0.482681,1
8.365478,3.48271,7.10502,1
2.742262,5.051753,3.308283,0
9.284677,9.609065,4.509902,1
6.114086,8.277256,6.798243,1
8.800097,0.198365,6.452366,0
0.762612,2.962252,0.908591,0
0.889231,5.520175,7.123296,0
1.073381,7.563566,8.947625,0
0.247078,9.553574,7.428511,1
7.553228,6.674289,6.862022,1
8.17139,7.526823,6.037974,1
4.539938,6.386436,0.082175,1
0.153921,3.985137,7.308435,0
0.081835,8.871554,9.70645,0
0.082649,2.027064,2.239321,0
8.886028,5.994077,0.719504,0
2.885881,6.810689,8.679027,1
3.076908,6.490406,9.902851,1
9.57391,5.893343,9.071829,1
2.409783,4.409998,4.634956,0
0.6921,4.010964,9.523914,0
1.798496,5.211732,7.302454,0
3.446263,5.078339,5.099334,0
1.457631,9.071238,6.238577,1
0.117298,8.129063,2.285899,1
5.535056,7.21902,8.996582,1
5.012253,5.350597,2.572597,1
8.448481,8.572279,3.062108,1
4.405187,4.796081,4.36367,1
7.155357,9.149947,3.846792,1
3.422985,4.667773,4.782592,0
2.22058,0.253474,7.292416,0
5.187759,5.795045,0.416523,1
8.477831,1.984526,3.865408,1
1.649839,2.287492,8.875507,0
0.123083,8.402312,8.953649,0
5.930204,5.564531,3.56855,1
0.447389,6.268757,5.648433,0
0.495826,4.0404,5.582036,0
6.945821,2.183114,8.807288,1
4.159508,5.902668,7.858445,1
3.40707,8.484872,3.436019,0
7.527587,3.326872,2.177325,1
6.007223,5.976172,0.848449,1
6.369598,8.363604,3.277872,1
8.238044,5.057423,2.615382,1
5.560534,8.396954,4.965857,1
0.480385,0.33502,5.562797,0
6.059825,6.662475,0.653984,1
8.279454,3.032083,1.95647,1
5.11097,3.850043,7.023299,0
4.903188,4.348391,5.099952,1
1.987881,5.261002,0.102837,0
4.035821,3.078473,0.294788,0
3.083572,6.532778,1.889376,1
5.456066,9.753069,8.038455,1
6.23312,2.352247,0.421378,0
4.384837,4.440508,9.305031,0
6.642152,7.075857,4.675401,1
4.260411,0.96074,3.380289,0
3.870401,9.576704,9.676484,1
5.806299,9.672531,6.344142,1
6.686981,0.116701,5.629044,0
5.005056,0.355139,3.329397,0
2.215655,0.078525,9.439082,0
3.901704,2.435344,7.82714,0
1.322549,1.197691,3.808079,0
0.595162,4.248253,0.88202,0
4.958706,5.76471,7.117155,1
2.845229,5.855369,4.321423,0
2.053614,1.770471,8.093596,0
5.278147,6.062646,8.484426,1
7.751487,2.894764,6.149879,1
9.425822,4.638743,8.436964,1
6.821831,6.505534,1.479705,1
4.469728,1.281576,6.286551,0
7.644588,8.155528,1.391233,1
9.876125,7.53972,7.926246,1
6.235696,8.001902,1.288065,1
2.008353,4.973558,4.723134,0
0.304559,0.136412,3.75906,0
2.949812,0.263082,1.307975,0
6.01761,2.281674,0.767367,0
2.13039,1.091306,4.265528,0
0.309941,0.303499,1.547267,0
9.76123,3.380353,6.255643,1
7.576602,6.374975,6.264579,1
8.497572,1.948224,1.779832,1
0.595672,4.08514,6.056017,0
5.140517,7.400742,1.252334,1
4.215753,4.557332,2.829564,1
5.132007,2.31417,5.66625,0
4.842156,4.153724,2.217414,0
1.927596,3.394457,5.257285,0
6.520217,8.067721,0.489585,1
0.226188,1.315213,2.100545,0
9.304424,1.263949,4.481146,0
6.317645,4.246993,4.851763,1
2.384462,0.553923,3.475872,0
8.193047,4.982508,9.604444,1
9.234874,1.651602,8.643474,1
1.510405,9.050395,2.369594,1
4.584167,7.173762,7.090299,1
3.795254,5.929782,4.785348,1
6.125023,6.791781,8.790062,1
8.281349,2.727385,5.552983,1
8.155955,3.80642,7.574563,1
4.128425,4.647669,5.447497,0
9.901449,0.763642,7.783589,1
4.303576,9.746378,0.332316,1
6.712704,6.746004,1.913954,1
5.1082,9.530469,9.021834,1
9.851189,1.290741,0.434687,1
1.068028,5.823249,4.278679,0
8.507822,5.577673,8.818617,1
2.998495,2.584582,1.118488,0
7.283602,3.161469,1.792043,1
4.883057,4.516672,2.332786,0
1.10193,8.66102,2.741536,1
3.583726,2.239681,6.296512,0
5.089231,1.840995,2.985862,0
0.832764,7.398748,6.630341,0
6.131773,3.221307,7.497546,1
0.591102,8.56889,7.286168,1
5.730294,2.041587,3.338404,0
