74.6,69.1,1014,11.7,7.5,17.1,84.9,68
77.8,70,1014.4,12.9,11.1,25.1,88,64.9
85.5,75.8,1012.8,11.8,13.5,18.1,96.1,77
84.8,75.8,1017.3,12.8,6,20,93,75.9
82.6,72.8,1019.8,13.7,9.6,13,93.9,73.9
86.6,75.9,1015.9,11.9,9.1,13,95,78.1
85,76.1,1013.2,6.7,8.7,13,91.9,75
81.8,73.4,1011.5,11,7.2,15.9,90,73
82.3,73.8,1009,12.3,5.5,10.1,91.9,72
79.6,72.1,1011.2,11,5.1,10.1,90,73
82,75.1,1013.3,9.6,7.4,19,90,75.9
75.7,69.6,1018.1,9.4,11.1,20,84.9,70
74.5,59,1022.4,14.9,7.9,13,84,63
74,61.7,1019,14.9,3.4,8.9,81,64.9
75.1,66.3,1015.6,11.1,4.2,11.1,86,64
74.7,67.8,1014.2,7.6,3.1,13,84,66
68.6,63.4,1013.3,10.4,11,15.9,73,64
73.2,63.2,1016.2,11.9,2.6,8.9,82.9,64
72.8,63.1,1015.3,11.7,3.6,14,84,60.1
76,64.5,1009.1,11.2,11.5,22,87.1,64.9
81.5,69.1,1005.6,10.1,9,22.9,91.9,71.1
78,62.4,1011.8,11.3,6.7,13,90,64.9
77.9,68.6,1007.8,12.5,15.3,22,86,69.1
78.6,67.1,1008.7,12.2,13.4,22,84,73
73.2,61.2,1017.7,12,4.7,13,86,60.1
75.4,67.9,1017.7,12.5,7.4,15.9,87.1,69.1
82.4,73.6,1015.5,14,11.8,18.1,91.9,73.9
83.1,74,1012,12.9,12.7,17.1,93,73.9
82.8,76.6,1009.2,13.3,10.8,17.1,90,75
77.6,74,1009,11.8,14.1,22,84.9,72
82.4,77.6,1010.8,12.9,12.5,17.1,91.9,75
77.5,72.3,1016.1,12.1,8.5,22,90,69.1
67.9,60.7,1021,14.1,6.2,10.1,78.1,55.9
72.6,63.8,1019.4,11.7,5.9,17.1,86,62.1
76.3,69.7,1012.7,13.4,10.5,17.1,82,68
69,60.8,1017,11.1,10.2,22,80.1,57
70.3,61.3,1019.2,10.7,2.2,8.9,82,55.9
72.8,63,1020,12.3,3,11.1,84.9,57.9
77.1,67.5,1018.9,13.1,8.7,13,90,64.9
79.5,68.9,1018.5,11.4,5.1,10.1,91.9,66
81.1,71.2,1017.8,12,5.9,13,91.9,70
81.8,73.3,1014.2,13.6,10.9,18.1,91,70
79,71.7,1012.4,14.2,10.5,17.1,89.1,72
77,71.8,1012.5,10,8.6,14,84.9,72
81.7,74.7,1013,12.8,8.6,15.9,93,72
82.4,75.9,1012.4,13.7,7.3,22,93,72
78.7,74.1,1012.8,13.3,9.9,17.1,88,72
75.7,71.2,1013.5,8.4,5,13,84,71.1
77.5,72.7,1014.6,4.3,4.1,8.9,86,72
78.3,72.7,1015.4,3.7,1.7,8.9,91.9,70
77,69,1015.1,8.5,4.8,13,87.1,69.1
74.4,69.3,1013.1,8.8,3.2,10.1,82.9,69.1
68.5,66.5,1010,6.2,5.9,15.9,79,64.9
66.7,58.6,1020.1,11,8,15,75,60.1
66.3,57.3,1022.5,11.8,4.1,12,77,55.9
69.7,60.9,1019.1,12.2,8.3,15,82.9,59
73.3,61.8,1015.6,14,8.5,15.9,88,60.1
75.8,63.5,1015.3,14.5,10.3,22,89.1,64
76.6,65,1017.1,12.4,9.9,15.9,89.1,64.9
78.3,64.6,1014.5,11.2,11.2,17.1,90,66
70.6,64.7,1015.8,9.6,2.5,13,81,66
69.6,59.9,1017.6,10.4,3.1,8.9,82.9,57
73.5,61,1016.4,12,4.2,12,86,64
68.8,57.5,1016.6,11.7,6.8,13,79,59
63.8,49.5,1016.8,12.8,7.8,27,73,55
60.6,47.3,1022,12.3,5.8,13,78.1,45
66.9,50.9,1017.1,14.3,11,17.1,82,53.1
75.4,62.2,1010.2,12.2,14.2,22,86,66.9
68.7,62.4,1007.7,11.9,9.5,15,80.1,62.1
63.7,56.5,1016.9,13.2,7.7,15,73,54
63.9,57.7,1017.7,11.2,8.3,20,71.1,57.9
62.9,58,1018.9,9.8,7.3,18.1,64.9,60.1
59.5,51.5,1023.5,9.7,2.2,8.9,73,51.1
60.9,52.8,1023.2,9.6,2.6,10.1,75.9,48.9
60.6,55.6,1016.7,9,9.2,22,70,57.9
66,61,1007.8,9.6,13.2,19,75,60.1
64.9,62,1010.7,7.8,7.5,22.9,72,54
50.3,44.7,1023.5,11.7,10.2,22,64.9,37.9
55,50.3,1022.4,11.9,3.1,13,62.1,48.9
56.4,49.9,1018.3,12.5,10.4,22,70,46
62.1,57.3,1011.2,12.8,13.2,22,77,53.1
66.1,60.8,1008.7,11,7.5,17.1,75.9,60.1
63.1,56.4,1014.9,10.9,3.6,15,77,46
60.8,50,1021.1,12.2,3.5,11.1,81,45
69.4,58.2,1015.7,13.3,10.3,22.9,89.1,55.9
65.1,55.6,1019.4,12.4,8.6,15,82,54
61.4,49.1,1018.2,12.8,7.8,26,72,51.1
55.9,45.7,1023.3,11.8,6.8,10.1,71.1,41
58.9,49.4,1022.6,12,4.8,17.1,77,46
64.1,54.2,1016.9,14.8,13.2,25.1,78.1,51.1
65.8,55.2,1014.9,14.1,11.5,17.1,79,57
57.1,49.3,1018,14.7,3.1,15,70,48
50.5,44,1022.6,12.6,7.3,13,62.1,37.9
48.6,42.2,1023,12.1,4.7,13,66,33.1
56.6,44.5,1020.2,13.4,11.9,26,73,44.1
63.6,49.2,1017,14.3,18.6,28,73.9,55.9
63.4,52.3,1016.5,11.1,10.1,17.1,73,54
68.5,60.1,1014,10.5,7.7,13,84,57.9
64.3,55,1018.2,14.9,9.5,15,77,55
67.3,59.9,1014.5,10.8,10.9,17.1,75.9,63
65.9,60.9,1005.2,7.5,8,13,72,62.1
71.7,64.1,1002.6,13.3,12.3,22,87.1,64.9
77.1,70,1005,13.5,18,22,88,66.9
58.7,54.4,1016,11.9,5.9,20,73,53.1
67.8,59.4,998.8,11.3,17.4,35,73,59
57.1,48.5,1010.1,14,6.7,22,66,50
54.2,45.7,1016.5,12.5,2.3,10.1,77,41
60,48.8,1018.9,13.6,1.4,8.9,77,46.9
57.8,48.2,1026.4,13,9.6,17.1,64.9,53.1
53.2,45.2,1023.9,10.6,3.8,12,69.1,37.9
60.7,53.2,1015.2,14.1,11.3,25.1,75.9,50
63.3,54.4,1015.8,14.3,7.2,15,77,52
61.6,53.4,1015.6,12.4,13,25.1,70,57
62.9,58.7,1012.3,9.2,10.5,26,73.9,55.9
53.9,52.7,1012.6,3.5,7.1,13,69.1,48
42.6,38.5,1014.3,9.8,11.8,20,48,37
45,35.3,1019.1,13.8,9,22.9,66,33.1
50,40.8,1024.1,14.9,9.2,17.1,57.9,42.1
41.6,33.4,1032,13.3,3.6,10.1,50,30
46,37.9,1022.3,13.9,10.1,18.1,57,39.9
41.5,35.7,1028.4,12.4,4.7,17.1,57,30
54.1,45.2,1021.1,13.5,12.4,17.1,72,43
55.8,49.2,1019.8,11.5,2,8.9,72,45
58.4,50.4,1015.1,11.6,5.4,10.1,72,50
47,36,1021.4,11.7,13.1,25.1,57,39
34.1,25.3,1026.8,13.5,6,18.1,52,21.9
51.9,38.1,1012,14.9,10.7,19,70,42.1
45.2,34.5,1019.2,14.9,14.3,30.1,57,37.9
39.4,31.2,1023.7,14.3,6.3,15,63,26.1
48.9,40.5,1018.6,13,8.6,15,60.1,37.9
39,31.9,1031,12.4,4.8,13,55,26.1
48.8,40.1,1024.7,14,1.9,8.9,73,35.1
55.5,46.4,1016.1,14.4,3.8,17.1,78.1,41
54.6,45.4,1009.2,12.1,3.6,13,70,39
59.9,51.2,1003.5,14.8,10.1,15,69.1,51.1
54.7,47.3,1002.5,11.4,1.5,10.1,72,43
56.2,49,1001,12.7,4.5,15,70,44.1
51.3,45.8,1008.2,9,19.9,26,60.1,48
48.2,38.2,1014.1,12.7,10.8,25.1,68,36
48.2,37.9,1015.3,14.9,10.1,26,59,39.9
39.5,29.7,1015.7,14.9,11,22.9,51.1,32
42.6,31.7,1018,14,15.5,35.9,46.9,39
39.5,31.5,1026,14.9,13.1,22,48.9,30.9
33.4,26.4,1026.4,13.6,7.3,17.1,51.1,21.9
50.5,40.6,1009.4,14.9,5.9,19,72,37.9
46.2,36.7,1015.9,13.6,16.2,32.1,57.9,34
32.6,24.9,1030.2,12.1,16.3,30.1,39,27
34.4,21.6,1022.6,14.9,9.6,15.9,55,21
41.8,30.7,1015.4,13.4,4.3,13,48,35.1
41.6,35.4,1008.6,13.5,14.1,26,46,36
35.9,28.5,1018.6,14.2,4.9,10.1,48,28.9
47.2,33.7,1007.1,14.9,13.5,26,66,37
43.6,34,1009.8,11.7,8.8,18.1,55,35.1
51.4,42.2,1002.3,12.1,8.8,15,64,41
48.5,39.5,1013.8,14.5,8,22.9,60.1,35.1
44.1,31.4,1020.5,14.9,6.9,10.1,57.9,33.1
45.2,34.3,1017.9,13.3,12.3,22,50,39
37.8,27.7,1023.3,12.3,10.6,25.1,53.1,30
47.5,35.8,1014.2,10.9,11.3,20,54,42.1
38.9,26.8,1028,13.3,8.6,19,48.9,28.9
33.6,21.3,1025.6,11.5,6,17.1,45,19.9
39.9,28.5,1007.9,14.1,11.7,21,54,28.9
31.1,19,1021.1,12.8,16,25.1,45,24.1
17.7,9.1,1033.4,12.9,6.8,10.1,25,14
22.9,17.5,1023.5,7.1,13.6,22,30,19
37.3,36.6,1007.1,1.5,13.2,18.1,48.9,30.9
49.1,46,996.3,8.5,17.8,28.9,55.9,24.1
16.5,4.5,1021.9,12.8,10.3,26,27,10.9
18.9,9.2,1031.8,13.9,7.3,15,23,14
16,7.8,1036.8,13.1,2.5,15,30.9,7
26.1,15.6,1026.6,14.9,9.9,17.1,44.1,16
35.8,26.9,1012.3,12.3,16.8,27,50,28.9
39.4,31.1,1008.5,10.7,10.4,18.1,46,33.1
31.2,23.9,1014.1,7.4,5,15,46.9,21
37.6,36.2,1014.6,2.4,7.9,17.1,42.1,32
30,27.3,1011.8,4.3,10.9,22.9,39,19
14.9,7.6,1013.3,8.9,12.8,17.1,19,12
18.5,10.6,1015.8,8.6,15,22.9,19.9,15.1
13.8,5.6,1022.4,14.4,8.9,17.1,30,5
18.7,10.4,1024.9,10.8,15,40,39.9,8.1
30.2,21.5,1016.1,10.9,19,30.1,39.9,19
14.5,4.4,1022.2,12,5.7,21,27,5
28,19.1,1019.7,12.6,4.5,10.1,44.1,18
35.3,25.3,1023.5,13.5,7.7,18.1,48.9,26.1
29.6,23.5,1027.8,14.9,4.6,10.1,39.9,19.9
37.4,31.5,1023.3,9.9,7.3,18.1,50,30
41.1,37.6,1023.9,7.1,5.7,13,44.1,37
36.6,34.8,1022.5,2.4,2.5,8.9,45,32
39,37.7,1011.7,1.8,6.4,27,46.9,16
4.8,-1.4,1011.7,4.7,20.3,26,12.9,-0.9
-1.3,-11.1,1019.6,9.8,15.6,25.1,7,-7.1
4.2,-6.2,1029.7,11,7.4,8.9,16,-2
15.1,5.4,1025.4,11.1,2.3,10.1,30.9,7
23.1,14.5,1032.8,11.9,6.5,17.1,34,12.9
34.8,26.6,1021.2,14.9,17.4,26,46.9,28.9
36.6,31.3,1005.7,12.2,10.9,15.9,46.9,30.9
25.2,14.9,1015,11.9,15.7,30.1,42.1,10.9
24.6,16.7,1027.3,11.9,10.3,22,39,17.1
36.3,30.7,1013.1,11.2,10.4,19,42.1,28
23.4,21.6,1008.6,3,6.3,13,28.9,10.9
11.5,4.9,1021.2,10.4,8,17.1,35.1,1.9
22.6,14.7,1009.6,10.8,15.9,30.1,43,3.9
15.3,8.3,1029.2,11.5,6,11.1,39.9,3.9
28.5,21.8,1017,9.9,11.6,26,37.9,10.9
6.9,-4.3,1026.7,9.9,7.6,17.1,14,3.9
16.7,8.1,1030.2,8.8,0.4,8.9,28.9,10.9
25.2,17.5,1030.2,12,5.6,13,43,16
33.4,27.4,1019.8,7.9,3.6,13,46.9,25
35.6,29.2,1013,7.4,1,7,46,26.1
30.2,26.3,1012.6,5,8.2,15,42.1,25
28.1,25.4,999.3,1.8,6.6,22,35.1,12
3,-3.4,1013.7,4.2,13.1,25.1,10.9,-0.9
-6.9,-16.6,1036,9.4,8.1,13,0,-14.1
5.5,-3.9,1035.7,11.5,6.1,12,30,-9.9
31.9,23.7,1010.4,11.8,9.1,22,50,24.1
4.7,-6,1022.1,11.6,15.2,30.1,14,0
4.1,-3.2,1031.3,6.3,7.4,15,9,0
2.8,-4.1,1027.6,7.5,3.8,10.1,17.1,-11
8.3,-1.4,1029.3,8.6,0.2,4.1,21,-8
11.1,3,1031.1,10,1.4,8.9,26.1,3
20.5,9.9,1030.6,14.7,3.1,15.9,39,10
24.3,17.5,1030.3,7.2,1.4,8.9,45,10
38.8,32.5,1019.2,6.8,6,14,44.1,35.1
35.9,33.1,1017.4,3.6,1.2,6,48,28.9
34.8,30.9,1019.7,4.6,4.7,13,39.9,32
35.8,33.5,1017.8,2.8,5.3,14,39,34
33.9,26,1019.9,10,3.2,14,52,24.1
36.7,30.4,1016.5,11.4,0.6,8.9,46.9,28.9
33.4,27.8,1020.1,12.6,3.3,14,41,28
33.4,31.6,1017.4,5.2,11.1,20,34,30.9
24.1,21.1,1019.6,2.5,15.9,21,30.9,21
22.5,18.2,1018.8,6.2,11.9,19,26.1,19.9
18.4,12.8,1022.7,10.4,8.8,14,26.1,10
13.1,5.6,1027.5,11.5,0.6,4.1,30,0
30.5,21.2,1019.6,10.1,2.3,12,44.1,21.9
23.7,17.3,1026.2,12.8,18.6,26,39.9,15.1
18.9,11.8,1031.1,11.2,6.1,15,37.9,8.1
36.7,28.7,1017.8,14.9,3.2,8.9,52,30
30.5,27.1,1010.3,6.1,8.9,17.1,37.9,27
23.9,16.9,1014.8,10.6,6.4,13,39.9,12
30.6,23.8,1009.2,10,3.8,13,36,24.1
16.4,8.7,1019.8,12,14.2,19,28.9,10
15.6,7.8,1024.4,14.3,10.5,14,21.9,12
15.2,7.3,1033.5,14.9,7.6,13,27,8.1
32.1,24.8,1018,12.7,8,13,53.1,23
38.4,32.7,1012.9,10.7,12.4,24.1,50,33.1
27.5,18.6,1028.3,14.9,15.7,30.1,32,19
12.8,1.8,1035.8,14,12.4,22,24.1,5
32,24.6,1019.8,10.2,7.5,14,46,24.1
43.6,30.3,1017.3,12.4,2.8,8.9,68,28.9
48.2,36.7,1016.8,11.5,2.5,12,64.9,30.9
52.8,39.8,1006.5,14.9,12.6,26,72,41
44,33.8,988.2,9.7,18,40,64.9,21
14.8,6.8,1018.2,7.3,26.7,49,23,10
22.6,13.5,1027,13.3,8,18.1,34,18
26.1,17.4,1022.3,10.6,9,13,32,21.9
20.5,16.6,1017.7,6.4,13.5,22,28,12.9
11.9,5.1,1027.6,10.4,11.6,18.1,21,6.1
16.9,6.9,1027.1,11,8.5,14,30,9
33.3,16.9,1018.5,14.9,5,12,48.9,25
34.8,23.3,1016.8,13.5,5.5,13,43,28
40.7,31.7,1017.6,11.4,1.8,8.9,55,30.9
40.3,31.2,1012.1,14.5,7.5,18.1,52,32
30,18.4,1019.2,14.9,13.6,17.1,34,27
26.7,23.3,1021.4,4.8,16.3,26,32,23
29.6,25.1,1017.8,7.1,1.2,8,35.1,27
32.8,29.3,1014,1.9,3.6,13,36,30
36.2,27.2,1017.1,10.2,7,13,52,26.1
45.4,29.7,1010.1,13,7.1,22,59,37.9
45.7,31.2,1011.4,14.9,8.8,17.1,55,37
44.7,35.5,1010.6,14,11.6,24.1,55,37
59.7,51.1,986.8,9.9,21.8,40,75,48
40.6,34,980.2,7.1,14.1,49,63,34
31,25.9,999,6.1,15.4,26,34,28.9
30.2,23.7,1023.5,10.3,9.8,18.1,39,24.1
40.3,24.5,1028.1,14.9,2,7,64,26.1
53,31.7,1011,14.4,7.2,26,66,44.1
42.2,26.3,1017.3,14.9,10,26,54,34
53.6,32.4,1003,14.9,10.4,17.1,66,46
41.5,33.6,1006.9,8.2,6.9,10.1,55,33.1
36.6,27.3,1019.1,12.5,15.3,26,45,30
36.8,21.7,1030.4,14.9,11.6,17.1,46.9,28.9
39,24.1,1029,13.5,9.5,22,55,27
51.9,33.2,1014.2,12.1,7.8,17.1,69.1,39
46,35.8,1017.6,9.9,11.9,22,66,34
50.9,43.9,1009,8.3,16.8,22,72,41
57.1,47.2,999.6,10.5,13.8,22,71.1,37
39,23.8,1023.5,11.7,17.7,30.1,51.1,34
35.2,24.1,1029.5,10.3,9.3,19,45,28
30,14,1031.4,14.9,5.9,14,43,18
37.9,15,1027.7,12.1,0.1,2.9,55,24.1
48,20.8,1024.5,13.8,4.8,14,64.9,34
60.5,37.2,1018.5,14.4,5.3,12,70,53.1
58.6,47.6,1014,12.1,3.5,12,70,50
54.7,41.1,1011.5,13.5,11,19,66.9,48.9
46.2,27.3,1020.9,14.5,10.6,22,55,37
44.1,22.9,1022.1,14.9,8.4,17.1,57,32
51.5,34.3,1014.8,12.8,4.5,13,72,37
65.9,45.6,1007.4,14.2,6.4,20,89.1,45
72,55.5,998,14.1,8,20,91.9,55.9
54.1,49,1001,9,8.8,15.9,75,42.1
41.8,32.6,1007.3,10.4,14.1,22.9,48,36
39,28,1012.5,13.3,5.1,15,51.1,30
40.4,24,1019.1,14.9,5.3,13,51.1,28
39.5,33.4,1020.2,8,8.1,17.1,48.9,34
37.7,35.8,1016.4,3.5,11.2,20,41,35.1
40.4,34.9,1021.3,10.9,9.1,17.1,48.9,34
44.7,33.4,1021.1,14.4,2.2,10.1,57.9,37
50.7,41.9,1009.2,11.4,10.5,15.9,64.9,44.1
58.8,55.7,1003.5,7.8,4.5,12,66,54
71,66.5,999.1,6,7.6,15,89.1,61
