time,V1,V2,V3,V4
2015-02-05 07:11:00,20.7,22.7,0.0,455.666666666667
2015-02-05 07:27:00,20.7,22.5,0.0,454.0
2015-02-05 07:43:00,20.73,22.5,419.0,472.0
2015-02-05 07:59:00,21.0,23.5666666666667,411.0,548.5
2015-02-05 08:15:00,21.1,23.73,419.0,615.0
2015-02-05 08:31:00,21.29,24.2,433.0,692.75
2015-02-05 08:47:00,21.39,24.29,444.0,753.75
2015-02-05 09:03:00,21.5,24.29,469.666666666667,788.0
2015-02-05 09:19:00,21.9633333333333,25.3933333333333,498.666666666667,925.333333333333
2015-02-05 09:35:00,22.1,26.05,476.0,1008.0
2015-02-05 09:51:00,22.1,26.29,454.0,1031.33333333333
2015-02-05 10:07:00,22.1,26.55,460.0,1045.5
2015-02-05 10:23:00,22.1,26.6,459.0,1036.5
2015-02-05 10:38:59,22.1,26.2,469.0,1003.0
2015-02-05 10:54:59,22.025,26.315,463.0,1039.0
2015-02-05 11:10:59,22.1,26.6,454.0,1077.33333333333
2015-02-05 11:26:59,22.1666666666667,26.8566666666667,444.0,1077.0
2015-02-05 11:43:00,22.2,27.0,449.5,1136.5
2015-02-05 11:58:59,22.2,27.1,461.5,1122.5
2015-02-05 12:15:00,22.29,26.865,568.5,1063.25
2015-02-05 12:30:59,22.7,26.89,520.0,1110.33333333333
2015-02-05 12:47:00,22.625,26.4975,565.75,1037.5
2015-02-05 13:02:59,22.89,26.1,584.5,1000.0
2015-02-05 13:19:00,22.5,26.1,31.0,948.75
2015-02-05 13:34:59,22.2675,26.1725,567.5,883.5
2015-02-05 13:51:00,22.29,26.1,444.0,840.5
2015-02-05 14:06:59,22.2675,25.89,459.0,795.5
2015-02-05 14:23:00,22.2,27.0,438.0,849.0
2015-02-05 14:38:59,22.2225,28.2225,465.25,996.75
2015-02-05 14:55:00,22.39,28.2925,543.0,1067.75
2015-02-05 15:10:59,22.6,28.315,518.0,1102.25
2015-02-05 15:27:00,22.5,27.815,454.75,1102.75
2015-02-05 15:42:59,22.5,27.2225,476.5,1074.0
2015-02-05 15:59:00,22.5,26.9725,465.25,1068.75
2015-02-05 16:14:59,22.39,26.675,444.0,1056.5
2015-02-05 16:31:00,22.39,26.4266666666667,444.0,1068.66666666667
2015-02-05 16:46:59,22.34,26.39,447.0,1074.75
2015-02-05 17:03:00,22.29,25.89,447.0,1036.5
2015-02-05 17:19:00,22.29,25.2675,433.0,976.25
2015-02-05 17:35:00,22.2,24.55,433.0,912.25
2015-02-05 17:51:00,22.1333333333333,24.26,433.0,887.0
2015-02-05 18:07:00,22.0,24.1,0.0,852.0
2015-02-05 18:23:00,21.7,23.6,0.0,755.0
2015-02-05 18:39:00,21.39,22.695,0.0,677.5
2015-02-05 18:55:00,21.2,21.1666666666667,0.0,612.333333333333
2015-02-05 19:11:00,21.29,20.89,0.0,578.0
2015-02-05 19:27:00,21.1,20.0333333333333,0.0,532.333333333333
2015-02-05 19:43:00,21.1,19.79,0.0,517.0
2015-02-05 19:59:00,21.2,19.39,0.0,495.0
2015-02-05 20:15:00,21.2,19.29,0.0,484.5
2015-02-05 20:31:00,21.2,19.3566666666667,0.0,479.0
2015-02-05 20:47:00,21.0,19.6,0.0,479.5
2015-02-05 21:03:00,20.89,19.79,0.0,471.5
2015-02-05 21:19:00,20.89,20.0,0.0,464.0
2015-02-05 21:35:00,20.79,20.1,0.0,462.0
2015-02-05 21:51:00,20.7,20.445,0.0,461.5
2015-02-05 22:07:00,20.6,20.6,0.0,454.0
2015-02-05 22:23:00,20.55,20.89,0.0,449.5
2015-02-05 22:38:59,20.5,21.1,0.0,453.0
2015-02-05 22:54:59,20.5,21.2,0.0,446.0
2015-02-05 23:10:59,20.445,21.29,0.0,446.5
2015-02-05 23:26:59,20.39,21.29,0.0,448.0
2015-02-05 23:43:00,20.3233333333333,21.29,0.0,449.333333333333
2015-02-05 23:58:59,20.2,21.2,0.0,444.0
2015-02-06 00:15:00,20.15,21.245,0.0,450.0
2015-02-06 00:30:59,20.1,21.0666666666667,0.0,442.333333333333
2015-02-06 00:47:00,20.245,20.84,0.0,443.0
2015-02-06 01:02:59,20.29,20.7,0.0,443.5
2015-02-06 01:19:00,20.2,20.6,0.0,446.0
2015-02-06 01:34:59,20.39,20.1,0.0,433.5
2015-02-06 01:51:00,20.5,19.89,0.0,436.0
2015-02-06 02:06:59,20.5,19.65,0.0,432.0
2015-02-06 02:23:00,20.6,19.445,0.0,435.5
2015-02-06 02:38:59,20.5,19.34,0.0,431.0
2015-02-06 02:55:00,20.5,19.2,0.0,429.0
2015-02-06 03:10:59,20.5,19.05,0.0,429.5
2015-02-06 03:27:00,20.55,18.945,0.0,432.5
2015-02-06 03:42:59,20.5,18.945,0.0,437.0
2015-02-06 03:59:00,20.39,18.79,0.0,433.5
2015-02-06 04:14:59,20.39,18.7,0.0,434.5
2015-02-06 04:31:00,20.445,18.7,0.0,433.5
2015-02-06 04:46:59,20.39,18.6,0.0,435.0
2015-02-06 05:03:00,20.445,18.6,0.0,431.5
2015-02-06 05:19:00,20.39,18.65,0.0,433.0
2015-02-06 05:35:00,20.29,18.745,0.0,425.5
2015-02-06 05:51:00,20.29,18.745,0.0,437.0
2015-02-06 06:07:00,20.245,18.84,0.0,432.0
2015-02-06 06:23:00,20.2,18.7,0.0,426.0
2015-02-06 06:39:00,20.29,18.6,0.0,431.0
2015-02-06 06:55:00,20.2,18.6,0.0,435.0
2015-02-06 07:11:00,20.2,18.6,0.0,436.0
2015-02-06 07:27:00,20.29,18.5,0.0,436.0
2015-02-06 07:43:00,20.175,18.675,422.5,440.75
2015-02-06 07:59:00,20.39,19.26,409.0,496.25
2015-02-06 08:15:00,20.79,19.5333333333333,419.0,560.0
2015-02-06 08:31:00,20.8233333333333,19.6666666666667,433.0,591.0
2015-02-06 08:47:00,20.84,19.7675,433.0,635.25
2015-02-06 09:03:00,20.89,19.79,436.5,648.0
2015-02-06 09:19:00,21.0,20.79,438.0,757.0
2015-02-06 09:35:00,21.1,21.05,454.75,777.5
2015-02-06 09:51:00,21.315,20.9725,444.0,809.25
2015-02-06 10:07:00,21.34,21.2,449.5,831.0
2015-02-06 10:23:00,21.39,21.39,454.0,854.25
2015-02-06 10:38:59,21.39,20.97,480.25,831.75
2015-02-06 10:54:59,21.73,20.93,477.333333333333,865.0
2015-02-06 11:10:59,21.79,20.55,487.75,837.0
2015-02-06 11:26:59,21.7,20.625,481.5,830.75
2015-02-06 11:43:00,21.7,20.39,462.75,787.0
2015-02-06 11:58:59,21.7,20.32,491.5,795.75
2015-02-06 12:15:00,21.7,20.2475,533.75,802.5
2015-02-06 12:30:59,21.79,20.39,479.0,811.333333333333
2015-02-06 12:47:00,21.7,20.0,509.0,769.0
2015-02-06 13:02:59,21.525,20.0,48.5,723.5
2015-02-06 13:19:00,21.29,19.625,483.75,662.5
2015-02-06 13:34:59,21.5,19.4175,500.25,655.25
2015-02-06 13:51:00,21.7,19.12,559.5,632.25
2015-02-06 14:06:59,21.76,19.0333333333333,553.333333333333,642.333333333333
2015-02-06 14:23:00,22.0,19.7175,555.25,733.25
2015-02-06 14:38:59,22.2,20.5,547.0,803.75
2015-02-06 14:55:00,22.2,20.945,523.5,863.5
2015-02-06 15:10:59,22.2,21.575,512.75,910.75
2015-02-06 15:27:00,22.1,21.6,499.0,893.333333333333
2015-02-06 15:42:59,22.1,21.1633333333333,479.0,892.333333333333
2015-02-06 15:59:00,22.0,21.1566666666667,478.0,858.666666666667
2015-02-06 16:14:59,21.89,21.3233333333333,469.0,879.0
2015-02-06 16:31:00,21.79,21.1975,464.5,902.5
2015-02-06 16:46:59,21.7675,21.865,460.0,947.25
2015-02-06 17:03:00,21.7675,21.79,444.0,935.0
2015-02-06 17:19:00,21.79,21.6225,438.0,885.5
2015-02-06 17:35:00,21.6,21.39,433.0,847.5
2015-02-06 17:51:00,21.7,21.05,433.0,801.0
2015-02-06 18:07:00,21.7,20.84,0.0,778.5
2015-02-06 18:23:00,21.3233333333333,20.5,0.0,711.0
2015-02-06 18:39:00,21.0,20.0,0.0,636.5
2015-02-06 18:55:00,20.89,19.79,0.0,581.666666666667
2015-02-06 19:11:00,20.79,19.5,0.0,537.0
2015-02-06 19:27:00,20.6333333333333,19.39,0.0,519.333333333333
2015-02-06 19:43:00,20.445,19.245,0.0,492.0
2015-02-06 19:59:00,20.39,19.29,0.0,474.0
2015-02-06 20:15:00,20.39,19.2,0.0,468.5
2015-02-06 20:31:00,20.245,19.245,0.0,459.5
2015-02-06 20:47:00,20.2,19.15,0.0,449.0
2015-02-06 21:03:00,20.2,19.0666666666667,0.0,449.333333333333
2015-02-06 21:19:00,20.1666666666667,19.1,0.0,446.333333333333
2015-02-06 21:35:00,20.2,18.945,0.0,440.5
2015-02-06 21:51:00,20.2,18.89,0.0,443.5
2015-02-06 22:07:00,20.0,18.89,0.0,440.666666666667
2015-02-06 22:23:00,20.1,18.89,0.0,439.0
2015-02-06 22:38:59,20.0,18.89,0.0,437.0
2015-02-06 22:54:59,20.0,18.89,0.0,444.5
2015-02-06 23:10:59,20.0,18.79,0.0,433.0
2015-02-06 23:26:59,20.0,18.79,0.0,441.0
2015-02-06 23:43:00,20.0,18.7,0.0,439.5
2015-02-06 23:58:59,20.0,18.7,0.0,440.0
2015-02-07 00:15:00,20.0,18.745,0.0,435.0
2015-02-07 00:30:59,20.0,18.7,0.0,439.0
2015-02-07 00:47:00,20.0,18.7,0.0,433.666666666667
2015-02-07 01:02:59,20.0,18.65,0.0,435.0
2015-02-07 01:19:00,19.945,18.7,0.0,437.0
2015-02-07 01:34:59,19.89,18.79,0.0,441.333333333333
2015-02-07 01:51:00,19.89,18.84,0.0,438.0
2015-02-07 02:06:59,19.84,18.89,0.0,439.0
2015-02-07 02:23:00,19.89,19.0,0.0,434.0
2015-02-07 02:38:59,19.89,18.89,0.0,431.0
2015-02-07 02:55:00,19.89,19.0,0.0,434.0
2015-02-07 03:10:59,19.79,19.0,0.0,443.0
2015-02-07 03:27:00,19.79,19.1,0.0,443.0
2015-02-07 03:42:59,19.79,19.2,0.0,435.0
2015-02-07 03:59:00,19.79,19.29,0.0,438.0
2015-02-07 04:14:59,19.79,19.29,0.0,446.5
2015-02-07 04:31:00,19.79,19.29,0.0,441.0
2015-02-07 04:46:59,19.79,19.34,0.0,442.5
2015-02-07 05:03:00,19.7225,19.39,0.0,448.5
2015-02-07 05:19:00,19.745,19.29,0.0,443.0
2015-02-07 05:35:00,19.79,19.29,0.0,438.5
2015-02-07 05:51:00,19.79,19.29,0.0,444.0
2015-02-07 06:07:00,19.7,19.39,0.0,444.0
2015-02-07 06:23:00,19.7,19.39,0.0,446.0
2015-02-07 06:39:00,19.7,19.29,0.0,450.0
2015-02-07 06:55:00,19.79,19.2,0.0,448.0
2015-02-07 07:11:00,19.6666666666667,19.3566666666667,0.0,449.333333333333
2015-02-07 07:27:00,19.7,19.39,0.0,451.0
2015-02-07 07:43:00,19.6,19.29,0.0,450.0
2015-02-07 07:59:00,19.7,19.5,0.0,454.0
2015-02-07 08:15:00,19.6,19.5,9.33333333333333,451.0
2015-02-07 08:31:00,19.7,19.5,24.0,454.0
2015-02-07 08:47:00,19.7,19.5,31.0,457.5
2015-02-07 09:03:00,19.6,19.6,81.6666666666667,455.333333333333
2015-02-07 09:19:00,20.1,19.29,130.5,460.0
2015-02-07 09:35:00,20.525,19.0,181.5,455.0
2015-02-07 09:51:00,20.89,18.84,212.0,460.0
2015-02-07 10:07:00,21.2,18.6,271.0,463.333333333333
2015-02-07 10:23:00,21.55,18.39,300.5,459.25
2015-02-07 10:38:59,21.89,18.2,327.0,459.666666666667
2015-02-07 10:54:59,22.1,17.9725,351.0,457.5
2015-02-07 11:10:59,22.39,17.7,338.0,453.666666666667
2015-02-07 11:26:59,22.5,17.6,331.0,451.0
2015-02-07 11:43:00,22.7,17.6,352.666666666667,456.666666666667
2015-02-07 11:58:59,22.8566666666667,17.6,334.0,455.666666666667
2015-02-07 12:15:00,22.945,17.55,312.25,459.0
2015-02-07 12:30:59,23.0333333333333,17.3566666666667,308.5,454.0
2015-02-07 12:47:00,23.1,17.2,292.0,448.5
2015-02-07 13:02:59,23.1,17.0,270.25,453.5
2015-02-07 13:19:00,23.075,16.865,248.25,452.5
2015-02-07 13:34:59,22.9725,16.865,198.0,445.5
2015-02-07 13:51:00,22.73,17.0333333333333,160.666666666667,441.0
2015-02-07 14:06:59,22.6,17.1666666666667,140.666666666667,446.0
2015-02-07 14:23:00,22.4725,17.39,126.0,440.0
2015-02-07 14:38:59,22.29,17.6,118.0,440.666666666667
2015-02-07 14:55:00,22.125,17.815,70.0,438.75
2015-02-07 15:10:59,21.89,18.1,69.75,437.0
2015-02-07 15:27:00,21.7,18.39,51.0,441.5
2015-02-07 15:42:59,21.5,18.7,37.0,439.0
2015-02-07 15:59:00,21.29,19.1,48.0,438.0
2015-02-07 16:14:59,21.1,19.55,24.0,437.0
2015-02-07 16:31:00,20.89,19.945,11.5,437.0
2015-02-07 16:46:59,20.7225,20.29,14.0,435.75
2015-02-07 17:03:00,20.6,20.6333333333333,0.0,437.666666666667
2015-02-07 17:19:00,20.5,21.0,0.0,440.0
2015-02-07 17:35:00,20.5,21.39,0.0,440.0
2015-02-07 17:51:00,20.39,21.7,0.0,430.0
2015-02-07 18:07:00,20.39,22.1,0.0,444.5
2015-02-07 18:23:00,20.29,22.6,0.0,434.0
2015-02-07 18:39:00,20.245,22.9725,0.0,436.0
2015-02-07 18:55:00,20.15,23.29,0.0,441.5
2015-02-07 19:11:00,20.15,23.7,0.0,441.5
2015-02-07 19:27:00,20.1,24.2,0.0,439.0
2015-02-07 19:43:00,20.1,24.6,0.0,445.0
2015-02-07 19:59:00,20.0,25.0666666666667,0.0,446.333333333333
2015-02-07 20:15:00,20.0,25.1333333333333,0.0,445.333333333333
2015-02-07 20:31:00,20.0,25.55,0.0,441.0
2015-02-07 20:47:00,19.89,26.1,0.0,438.5
2015-02-07 21:03:00,19.89,26.39,0.0,440.0
2015-02-07 21:19:00,19.89,26.7,0.0,441.0
2015-02-07 21:35:00,19.89,27.0,0.0,442.5
2015-02-07 21:51:00,19.79,27.29,0.0,438.0
2015-02-07 22:07:00,19.79,27.7,0.0,442.0
2015-02-07 22:23:00,19.79,27.79,0.0,437.0
2015-02-07 22:38:59,19.7,28.39,0.0,440.5
2015-02-07 22:54:59,19.7,28.65,0.0,436.0
2015-02-07 23:10:59,19.65,28.945,0.0,438.5
2015-02-07 23:26:59,19.7,29.05,0.0,438.0
2015-02-07 23:43:00,19.7,29.1,0.0,440.0
2015-02-07 23:58:59,19.6,29.39,0.0,438.0
2015-02-08 00:15:00,19.525,29.675,0.0,437.25
2015-02-08 00:30:59,19.6,29.6666666666667,0.0,437.666666666667
2015-02-08 00:47:00,19.55,29.945,0.0,439.666666666667
2015-02-08 01:02:59,19.5,30.1,0.0,436.666666666667
2015-02-08 01:19:00,19.5,30.29,0.0,444.666666666667
2015-02-08 01:34:59,19.5666666666667,30.1666666666667,0.0,442.666666666667
2015-02-08 01:51:00,19.5,30.5,0.0,439.0
2015-02-08 02:06:59,19.39,30.6,0.0,440.0
2015-02-08 02:23:00,19.39,30.79,0.0,437.0
2015-02-08 02:38:59,19.39,30.84,0.0,439.0
2015-02-08 02:55:00,19.39,31.1,0.0,436.0
2015-02-08 03:10:59,19.34,31.1,0.0,436.5
2015-02-08 03:27:00,19.39,31.1,0.0,437.0
2015-02-08 03:42:59,19.39,31.0,0.0,440.5
2015-02-08 03:59:00,19.39,31.2,0.0,432.0
2015-02-08 04:14:59,19.29,31.29,0.0,439.5
2015-02-08 04:31:00,19.29,31.29,0.0,439.0
2015-02-08 04:46:59,19.34,31.445,0.0,437.0
2015-02-08 05:03:00,19.29,31.6,0.0,436.0
2015-02-08 05:19:00,19.2,31.6,0.0,435.0
2015-02-08 05:35:00,19.29,31.6,0.0,432.0
2015-02-08 05:51:00,19.34,31.55,0.0,439.5
2015-02-08 06:07:00,19.23,31.6333333333333,0.0,434.333333333333
2015-02-08 06:23:00,19.2,31.7,0.0,427.0
2015-02-08 06:39:00,19.2,31.6,0.0,429.5
2015-02-08 06:55:00,19.2,31.39,0.0,435.0
2015-02-08 07:11:00,19.2,31.39,0.0,437.5
2015-02-08 07:27:00,19.05,31.445,0.0,436.0
2015-02-08 07:43:00,19.2,31.2,0.0,431.5
2015-02-08 07:59:00,19.23,31.1333333333333,0.0,432.0
2015-02-08 08:15:00,19.26,31.1666666666667,14.0,436.666666666667
2015-02-08 08:31:00,19.23,31.1333333333333,20.6666666666667,439.0
2015-02-08 08:47:00,19.2,31.1,14.0,438.666666666667
2015-02-08 09:03:00,19.2675,31.15,40.0,437.25
2015-02-08 09:19:00,19.29,31.0,20.6666666666667,436.333333333333
2015-02-08 09:35:00,19.34,30.79,149.0,433.5
2015-02-08 09:51:00,19.4175,30.6,14.0,430.25
2015-02-08 10:07:00,19.3233333333333,30.6,17.3333333333333,431.666666666667
2015-02-08 10:23:00,19.29,30.6,24.0,427.333333333333
2015-02-08 10:38:59,19.2675,30.55,6.0,438.75
2015-02-08 10:54:59,19.26,30.5666666666667,22.0,423.0
2015-02-08 11:10:59,19.245,30.55,6.0,437.0
2015-02-08 11:26:59,19.1,30.89,14.0,429.25
2015-02-08 11:43:00,19.1,31.0333333333333,31.0,432.0
2015-02-08 11:58:59,19.2,30.79,39.3333333333333,425.666666666667
2015-02-08 12:15:00,19.39,30.5,150.25,427.0
2015-02-08 12:30:59,19.625,30.125,54.5,426.25
2015-02-08 12:47:00,20.0,29.7225,288.5,425.75
2015-02-08 13:02:59,20.4725,28.9725,265.0,426.75
2015-02-08 13:19:00,20.7,28.1,252.0,429.0
2015-02-08 13:34:59,20.7,27.625,156.75,422.75
2015-02-08 13:51:00,20.675,26.8925,195.25,417.0
2015-02-08 14:06:59,20.6666666666667,26.5,152.333333333333,417.333333333333
2015-02-08 14:23:00,20.6,26.1333333333333,112.0,426.0
2015-02-08 14:38:59,20.445,26.245,57.0,429.0
2015-02-08 14:55:00,20.29,26.2,85.6666666666667,418.666666666667
2015-02-08 15:10:59,20.2,26.175,56.5,419.0
2015-02-08 15:27:00,20.1,26.29,34.6666666666667,422.333333333333
2015-02-08 15:42:59,19.9633333333333,26.39,37.0,419.666666666667
2015-02-08 15:59:00,19.815,26.575,33.5,420.0
2015-02-08 16:14:59,19.7,26.73,31.0,423.333333333333
2015-02-08 16:31:00,19.6,26.7,26.5,428.0
2015-02-08 16:46:59,19.5,26.945,24.0,422.0
2015-02-08 17:03:00,19.4266666666667,27.1333333333333,6.0,423.0
2015-02-08 17:19:00,19.39,27.1,10.0,425.5
2015-02-08 17:35:00,19.39,27.2,14.0,422.5
2015-02-08 17:51:00,19.39,27.2,0.0,427.5
2015-02-08 18:07:00,19.29,27.3566666666667,0.0,423.333333333333
2015-02-08 18:23:00,19.29,27.5,0.0,428.5
2015-02-08 18:39:00,19.39,27.39,0.0,427.666666666667
2015-02-08 18:55:00,19.26,27.6666666666667,0.0,426.333333333333
2015-02-08 19:11:00,19.2,27.7,0.0,439.5
2015-02-08 19:27:00,19.39,27.5,0.0,437.0
2015-02-08 19:43:00,19.29,27.7,0.0,435.0
2015-02-08 19:59:00,19.39,27.6,0.0,441.0
2015-02-08 20:15:00,19.39,27.55,0.0,444.5
2015-02-08 20:31:00,19.39,27.5,0.0,442.0
2015-02-08 20:47:00,19.39,27.445,0.0,445.0
2015-02-08 21:03:00,19.39,27.39,0.0,443.0
2015-02-08 21:19:00,19.39,27.5,0.0,455.0
2015-02-08 21:35:00,19.5,27.6,0.0,446.0
2015-02-08 21:51:00,19.5,27.6,0.0,444.0
2015-02-08 22:07:00,19.5,27.7,0.0,446.666666666667
2015-02-08 22:23:00,19.5,27.7,0.0,452.0
2015-02-08 22:38:59,19.5,27.745,0.0,450.0
2015-02-08 22:54:59,19.5,27.79,0.0,444.0
2015-02-08 23:10:59,19.5,27.7,0.0,450.5
2015-02-08 23:26:59,19.5,27.5,0.0,455.0
2015-02-08 23:43:00,19.5,27.2,0.0,453.0
2015-02-08 23:58:59,19.5,27.1,0.0,458.0
2015-02-09 00:15:00,19.5,27.0,0.0,456.0
2015-02-09 00:30:59,19.5,26.89,0.0,457.0
2015-02-09 00:47:00,19.39,26.79,0.0,467.0
2015-02-09 01:02:59,19.39,26.89,0.0,464.0
2015-02-09 01:19:00,19.445,27.2,0.0,458.5
2015-02-09 01:34:59,19.445,27.245,0.0,463.0
2015-02-09 01:51:00,19.34,27.2,0.0,467.0
2015-02-09 02:06:59,19.39,27.05,0.0,464.5
2015-02-09 02:23:00,19.39,26.8233333333333,0.0,466.0
2015-02-09 02:38:59,19.39,26.7,0.0,470.0
2015-02-09 02:55:00,19.39,26.6,0.0,467.5
2015-02-09 03:10:59,19.39,26.73,0.0,469.333333333333
2015-02-09 03:27:00,19.34,26.79,0.0,472.0
2015-02-09 03:42:59,19.34,26.7,0.0,471.0
2015-02-09 03:59:00,19.29,26.7,0.0,468.0
2015-02-09 04:14:59,19.39,26.7,0.0,462.5
2015-02-09 04:31:00,19.29,26.79,0.0,466.0
2015-02-09 04:46:59,19.34,26.89,0.0,462.5
2015-02-09 05:03:00,19.39,26.79,0.0,462.5
2015-02-09 05:19:00,19.5,26.7,0.0,460.0
2015-02-09 05:35:00,19.5,26.745,0.0,465.0
2015-02-09 05:51:00,19.39,26.7,0.0,460.0
2015-02-09 06:07:00,19.5,26.65,0.0,459.0
2015-02-09 06:23:00,19.39,26.39,0.0,461.0
2015-02-09 06:39:00,19.29,26.29,0.0,468.0
2015-02-09 06:55:00,19.34,26.15,0.0,469.0
2015-02-09 07:11:00,19.34,26.0,0.0,468.5
2015-02-09 07:27:00,19.5,26.15,0.0,471.0
2015-02-09 07:43:00,19.5,26.29,0.0,466.666666666667
2015-02-09 07:59:00,19.5,26.5,0.0,473.0
2015-02-09 08:15:00,19.5,26.6,0.0,469.0
2015-02-09 08:31:00,19.5,26.79,0.0,471.5
2015-02-09 08:47:00,19.525,27.125,412.0,479.0
2015-02-09 09:03:00,19.79,28.2675,392.5,559.75
2015-02-09 09:19:00,20.2,29.945,419.0,736.0
2015-02-09 09:35:00,20.39,30.84,433.0,886.0
2015-02-09 09:51:00,20.5,31.2225,442.5,968.0
2015-02-09 10:07:00,20.7,31.7225,438.0,1102.5
2015-02-09 10:23:00,20.79,31.9633333333333,441.0,1167.0
2015-02-09 10:38:59,20.89,32.4725,440.25,1240.75
2015-02-09 10:54:59,21.075,32.8725,454.0,1330.0
2015-02-09 11:10:59,21.125,33.0425,474.5,1357.0
2015-02-09 11:26:59,21.29,33.1266666666667,492.333333333333,1416.0
2015-02-09 11:43:00,21.39,33.29,474.0,1453.0
2015-02-09 11:58:59,21.445,33.3725,464.0,1460.25
2015-02-09 12:15:00,21.575,33.595,479.0,1375.5
2015-02-09 12:30:59,21.5,34.4225,464.5,1391.5
2015-02-09 12:47:00,21.5,33.9,499.0,1339.33333333333
2015-02-09 13:02:59,21.5,33.4,464.0,1274.33333333333
2015-02-09 13:19:00,21.39,33.0675,26.5,1201.25
2015-02-09 13:34:59,21.15,32.845,365.75,1121.0
2015-02-09 13:51:00,21.245,32.925,474.5,1126.5
2015-02-09 14:06:59,21.39,33.545,475.25,1176.5
2015-02-09 14:23:00,21.525,34.295,479.0,1261.0
2015-02-09 14:38:59,21.7,35.26,474.0,1428.66666666667
2015-02-09 14:55:00,21.865,36.24,454.0,1565.0
2015-02-09 15:10:59,21.9175,36.845,444.0,1682.75
2015-02-09 15:27:00,21.945,37.45,444.0,1757.75
2015-02-09 15:42:59,21.9633333333333,37.56,439.0,1828.33333333333
2015-02-09 15:59:00,22.0,38.23,439.0,1888.66666666667
2015-02-09 16:14:59,22.05,38.7675,438.0,1950.75
2015-02-09 16:31:00,22.1,38.76,447.0,2003.33333333333
2015-02-09 16:46:59,22.1,38.7,433.0,1974.5
2015-02-09 17:03:00,22.1,39.0225,433.0,2012.25
2015-02-09 17:19:00,22.1,39.1175,433.0,2012.5
2015-02-09 17:35:00,22.2675,38.62,433.0,1978.75
2015-02-09 17:51:00,22.1,38.145,433.0,1863.75
2015-02-09 18:07:00,22.0,37.59,0.0,1755.5
2015-02-09 18:23:00,21.7,37.145,0.0,1623.5
2015-02-09 18:39:00,21.39,36.59,0.0,1466.0
2015-02-09 18:55:00,21.2,36.2,0.0,1341.0
2015-02-09 19:11:00,21.0,36.09,0.0,1250.0
2015-02-09 19:27:00,20.79,35.7,0.0,1152.5
2015-02-09 19:43:00,20.73,35.4,0.0,1065.66666666667
2015-02-09 19:59:00,20.6,35.145,0.0,1004.0
2015-02-09 20:15:00,20.5,34.9,0.0,921.5
