Date,Open,High,Low,Close,Adj Close,Volume
1997-04-01,0.629464,0.636160,0.620536,0.625000,0.132804,55064800
1997-04-02,0.638392,0.645088,0.629464,0.642856,0.136598,55608000
1997-04-03,0.660716,0.683036,0.651784,0.674108,0.143238,137214000
1997-04-04,0.683036,0.700892,0.678572,0.687500,0.146084,118812400
1997-04-07,0.705356,0.709820,0.687500,0.696428,0.147981,63814800
1997-04-08,0.700892,0.700892,0.665180,0.683036,0.145135,48456800
1997-04-09,0.687500,0.687500,0.674108,0.678572,0.144187,61247200
1997-04-10,0.678572,0.683036,0.660716,0.674108,0.143238,29246000
1997-04-11,0.674108,0.674108,0.647320,0.651784,0.138495,19891200
1997-04-14,0.656252,0.674108,0.642856,0.669644,0.142290,28089600
1997-04-15,0.683036,0.687500,0.647320,0.658484,0.139918,34011600
1997-04-16,0.665180,0.678572,0.656252,0.662948,0.140867,21554400
1997-04-17,0.651784,0.683036,0.647320,0.678572,0.144187,54866000
1997-04-18,0.683036,0.683036,0.656252,0.656252,0.139444,35361200
1997-04-21,0.665180,0.665180,0.642856,0.642856,0.136598,22288000
1997-04-22,0.647320,0.660716,0.638392,0.660716,0.140393,23662800
1997-04-23,0.656252,0.660716,0.647320,0.647320,0.137546,13622000
1997-04-24,0.660716,0.660716,0.633928,0.638392,0.135649,18734800
1997-04-25,0.629464,0.638392,0.620536,0.625000,0.132804,21845600
1997-04-28,0.633928,0.638392,0.625000,0.629464,0.133752,11692800
1997-04-29,0.642856,0.642856,0.625000,0.631696,0.134226,12938800
1997-04-30,0.607144,0.616072,0.598216,0.607144,0.129009,64408400
1997-05-01,0.602680,0.611608,0.598216,0.607144,0.129009,18085200
1997-05-02,0.607144,0.611608,0.598216,0.607144,0.129009,25496800
1997-05-05,0.607144,0.611608,0.598216,0.607144,0.129009,24623200
1997-05-06,0.607144,0.611608,0.598216,0.602680,0.128061,20787200
1997-05-07,0.602680,0.607144,0.584820,0.589284,0.125214,28554400
1997-05-08,0.593752,0.611608,0.589284,0.607144,0.129009,20734000
1997-05-09,0.607144,0.625000,0.607144,0.609376,0.129484,47093200
1997-05-12,0.616072,0.629464,0.607144,0.627232,0.133278,41244000
1997-05-13,0.625000,0.638392,0.607144,0.627232,0.133278,49254800
1997-05-14,0.638392,0.642856,0.625000,0.631696,0.134226,33910800
1997-05-15,0.633928,0.642856,0.625000,0.633928,0.134701,24752000
1997-05-16,0.625000,0.629464,0.616072,0.616072,0.130906,23324000
1997-05-19,0.625000,0.629464,0.607144,0.607144,0.129009,13064800
1997-05-20,0.607144,0.622768,0.598216,0.616072,0.130906,21207200
1997-05-21,0.611608,0.611608,0.589284,0.602680,0.128061,30562000
1997-05-22,0.598216,0.602680,0.589284,0.593752,0.126164,19191200
1997-05-23,0.593752,0.607144,0.593752,0.602680,0.128061,16758000
1997-05-27,0.598216,0.620536,0.598216,0.616072,0.130906,20521200
1997-05-28,0.620536,0.625000,0.607144,0.607144,0.129009,21884800
1997-05-29,0.611608,0.611608,0.593752,0.593752,0.126164,27795600
1997-05-30,0.589284,0.607144,0.584820,0.593752,0.126164,44332400
1997-06-02,0.607144,0.607144,0.598216,0.604912,0.128535,10396400
1997-06-03,0.598216,0.604912,0.593752,0.595984,0.126638,16310000
1997-06-04,0.593752,0.598216,0.589284,0.593752,0.126164,20101200
1997-06-05,0.593752,0.611608,0.591516,0.595984,0.126638,16153200
1997-06-06,0.593752,0.598216,0.589284,0.598216,0.127112,13218800
1997-06-09,0.595984,0.604912,0.593752,0.593752,0.126164,18701200
1997-06-10,0.598216,0.598216,0.573660,0.580356,0.123317,34762000
1997-06-11,0.582588,0.587052,0.580356,0.582588,0.123792,26350800
1997-06-12,0.584820,0.584820,0.571428,0.573660,0.121895,19672800
1997-06-13,0.573660,0.575892,0.562500,0.564732,0.119997,33017600
1997-06-16,0.566964,0.566964,0.549108,0.553572,0.117626,33502000
1997-06-17,0.555804,0.589284,0.553572,0.583704,0.124029,35562800
1997-06-18,0.575892,0.580356,0.562500,0.569196,0.120946,27412000
1997-06-19,0.571428,0.571428,0.560268,0.562500,0.119523,30256800
1997-06-20,0.560268,0.562500,0.553572,0.555804,0.118100,27546400
1997-06-23,0.553572,0.558036,0.549108,0.549108,0.116678,24886400
1997-06-24,0.551340,0.555804,0.544644,0.546876,0.116203,27787200
1997-06-25,0.546876,0.549108,0.535716,0.540180,0.114781,49658000
1997-06-26,0.540180,0.540180,0.522320,0.524552,0.111460,95496800
1997-06-27,0.524552,0.529016,0.522320,0.524552,0.111460,39488400
1997-06-30,0.526784,0.526784,0.500000,0.508928,0.108140,42795200
1997-07-01,0.497768,0.500000,0.468752,0.470984,0.100077,112669200
1997-07-02,0.473216,0.477680,0.464284,0.466516,0.099128,62490400
1997-07-03,0.468752,0.495536,0.464284,0.488840,0.103871,46695600
1997-07-07,0.497768,0.508928,0.491072,0.493304,0.104820,47868800
1997-07-08,0.495536,0.500000,0.488840,0.491072,0.104346,23923200
1997-07-09,0.493304,0.495536,0.486608,0.488840,0.103871,35504000
1997-07-10,0.459820,0.477680,0.455356,0.473216,0.100552,123127200
1997-07-11,0.477680,0.553572,0.475448,0.542412,0.115255,183736000
1997-07-14,0.544644,0.558036,0.531252,0.558036,0.118575,102751600
1997-07-15,0.562500,0.571428,0.558036,0.569196,0.120946,104588400
1997-07-16,0.564732,0.589284,0.558036,0.587052,0.124740,111563200
1997-07-17,0.607144,0.647320,0.587052,0.625000,0.132804,186566800
1997-07-18,0.638392,0.640624,0.609376,0.619420,0.131618,79391200
1997-07-21,0.627232,0.631696,0.571428,0.577008,0.122606,88729200
1997-07-22,0.584820,0.595984,0.582588,0.591516,0.125689,57834000
1997-07-23,0.598216,0.602680,0.571428,0.575892,0.122369,35322000
1997-07-24,0.575892,0.575892,0.558036,0.564732,0.119997,33373200
1997-07-25,0.566964,0.591516,0.562500,0.580356,0.123317,54490800
1997-07-28,0.587052,0.589284,0.580356,0.587052,0.124740,27627600
1997-07-29,0.587052,0.593752,0.584820,0.589284,0.125214,17810800
1997-07-30,0.604912,0.631696,0.598216,0.620536,0.131855,93576000
1997-07-31,0.620536,0.633928,0.616072,0.625000,0.132804,65954000
1997-08-01,0.629464,0.685268,0.627232,0.685268,0.145610,120478400
1997-08-04,0.685268,0.707588,0.685268,0.705356,0.149878,152829600
1997-08-05,0.712052,0.714284,0.695872,0.705356,0.149878,61782000
1997-08-06,0.901784,0.991072,0.892856,0.939732,0.199680,1047620000
1997-08-07,1.026784,1.055804,1.013392,1.042412,0.221498,938859600
1997-08-08,0.993304,1.013392,0.933036,0.957588,0.203474,453541200
1997-08-11,0.939732,0.944196,0.839284,0.877232,0.186399,387749600
1997-08-12,0.859376,0.866072,0.781252,0.787948,0.167428,262099600
1997-08-13,0.794644,0.852680,0.729912,0.843752,0.179285,300356000
1997-08-14,0.843752,0.866072,0.810268,0.821428,0.174542,108612000
1997-08-15,0.825892,0.837052,0.814732,0.830356,0.176439,65240000
1997-08-18,0.832588,0.848216,0.812500,0.843752,0.179285,54460000
1997-08-19,0.845984,0.875000,0.832588,0.872768,0.185451,72290400
1997-08-20,0.872768,0.897320,0.863840,0.879464,0.186873,81076800
1997-08-21,0.875000,0.881696,0.852680,0.857144,0.182131,64820000
1997-08-22,0.837052,0.857144,0.834820,0.843752,0.179285,56907200
1997-08-25,0.843752,0.845984,0.819196,0.823660,0.175016,34658400
1997-08-26,0.808036,0.821428,0.790180,0.794644,0.168851,56551600
1997-08-27,0.799108,0.812500,0.781252,0.810268,0.172170,47658800
1997-08-28,0.790180,0.803572,0.785716,0.785716,0.166953,23917600
1997-08-29,0.779016,0.785716,0.767856,0.776784,0.165055,27417600
1997-09-02,0.785716,0.805804,0.783484,0.799108,0.169799,46510800
1997-09-03,0.799108,0.830356,0.796876,0.803572,0.170748,71033200
1997-09-04,0.805804,0.816964,0.794644,0.803572,0.170748,30634800
1997-09-05,0.808036,0.816964,0.785716,0.792412,0.168376,34176800
1997-09-08,0.794644,0.794644,0.765624,0.767856,0.163158,43789200
1997-09-09,0.761160,0.781252,0.758928,0.779016,0.165530,39757200
1997-09-10,0.776784,0.825892,0.774552,0.819196,0.174067,68516000
1997-09-11,0.816964,0.821428,0.787948,0.799108,0.169799,52469200
1997-09-12,0.792412,0.794644,0.765624,0.787948,0.167428,28420000
1997-09-15,0.781252,0.790180,0.767856,0.767856,0.163158,24228400
1997-09-16,0.787948,0.790736,0.776784,0.783484,0.166479,33555200
1997-09-17,0.785716,0.785716,0.774552,0.779016,0.165530,21691600
1997-09-18,0.767856,0.803572,0.767856,0.796876,0.169325,42291200
1997-09-19,0.792412,0.792412,0.776784,0.783484,0.166479,23732800
1997-09-22,0.790180,0.823660,0.785716,0.814732,0.173119,50092000
1997-09-23,0.794644,0.794644,0.774552,0.776784,0.165055,50134000
1997-09-24,0.774552,0.776784,0.763392,0.767856,0.163158,55608000
1997-09-25,0.761160,0.776784,0.750000,0.754464,0.160313,55846000
1997-09-26,0.767856,0.783484,0.754464,0.761160,0.161736,52080000
1997-09-29,0.774552,0.794644,0.770088,0.787948,0.167428,41809600
1997-09-30,0.785716,0.796876,0.774552,0.774552,0.164581,35142800
1997-10-01,0.774552,0.776784,0.763392,0.768972,0.163396,32617200
1997-10-02,0.765624,0.785716,0.763392,0.783484,0.166479,33852000
1997-10-03,0.785716,0.794644,0.774552,0.790180,0.167902,40558000
1997-10-06,0.792412,0.794644,0.774552,0.783484,0.166479,23324000
1997-10-07,0.781252,0.785716,0.779016,0.779016,0.165530,27322400
1997-10-08,0.776784,0.779016,0.761160,0.767856,0.163158,27210400
1997-10-09,0.758928,0.803572,0.756696,0.776784,0.165055,46832800
1997-10-10,0.767856,0.812500,0.767856,0.810268,0.172170,67600400
1997-10-13,0.812500,0.816964,0.792412,0.810268,0.172170,39656400
1997-10-14,0.810268,0.812500,0.792412,0.810268,0.172170,41454000
1997-10-15,0.790180,0.883928,0.790180,0.850448,0.180708,202717200
1997-10-16,0.754464,0.787948,0.745536,0.767856,0.163158,184797200
1997-10-17,0.754464,0.754464,0.709820,0.718752,0.152725,109667600
1997-10-20,0.718752,0.720984,0.665180,0.667412,0.141815,102958800
1997-10-21,0.674108,0.689732,0.667412,0.680804,0.144661,118818000
1997-10-22,0.680804,0.687500,0.660716,0.662948,0.140867,37794400
1997-10-23,0.642856,0.649552,0.633928,0.633928,0.134701,46695600
1997-10-24,0.647320,0.656252,0.589284,0.591516,0.125689,97059200
1997-10-27,0.598216,0.647320,0.598216,0.598216,0.127112,82339600
1997-10-28,0.571428,0.660716,0.566964,0.647320,0.137546,85828400
1997-10-29,0.658484,0.660716,0.616072,0.625000,0.132804,44396800
1997-10-30,0.609376,0.627232,0.589284,0.589284,0.125214,47238800
1997-10-31,0.620536,0.620536,0.593752,0.608260,0.129247,66771600
1997-11-03,0.627232,0.633928,0.609376,0.620536,0.131855,31502800
1997-11-04,0.633928,0.647320,0.625000,0.640624,0.136123,42148400
1997-11-05,0.651784,0.665180,0.645088,0.656252,0.139444,96779200
1997-11-06,0.674108,0.696428,0.674108,0.678572,0.144187,154271600
1997-11-07,0.674108,0.714284,0.669644,0.705356,0.149878,198903600
1997-11-10,0.750000,0.767856,0.660716,0.667412,0.141815,349560400
1997-11-11,0.678572,0.678572,0.647320,0.656252,0.139444,83120800
1997-11-12,0.645088,0.660716,0.627232,0.629464,0.133752,52015600
1997-11-13,0.642856,0.645088,0.625000,0.642856,0.136598,64380400
1997-11-14,0.651784,0.660716,0.642856,0.658484,0.139918,33759600
1997-11-17,0.674108,0.676340,0.654576,0.660716,0.140393,51256800
1997-11-18,0.660716,0.660716,0.645088,0.645088,0.137072,36660400
1997-11-19,0.638392,0.654016,0.638392,0.651784,0.138495,19896800
1997-11-20,0.649552,0.665180,0.647320,0.660716,0.140393,32043200
1997-11-21,0.665180,0.667412,0.642856,0.649552,0.138020,24444000
1997-11-24,0.627232,0.642856,0.625000,0.629464,0.133752,39337200
1997-11-25,0.631696,0.638392,0.602680,0.620536,0.131855,51357600
1997-11-26,0.620536,0.631696,0.616072,0.625000,0.132804,15103200
1997-11-28,0.629464,0.638392,0.622768,0.633928,0.134701,10329200
1997-12-01,0.631696,0.640624,0.616072,0.633928,0.134701,21809200
1997-12-02,0.620536,0.625000,0.566964,0.566964,0.120472,99204000
1997-12-03,0.573660,0.575892,0.560268,0.562500,0.119523,85764000
1997-12-04,0.571428,0.571428,0.558036,0.558036,0.118575,49910000
1997-12-05,0.555804,0.571428,0.555804,0.564732,0.119997,55367200
1997-12-08,0.555804,0.562500,0.549108,0.555804,0.118100,33395600
1997-12-09,0.553572,0.560268,0.535716,0.544644,0.115729,60762800
1997-12-10,0.537948,0.537948,0.517856,0.526784,0.111934,48720000
1997-12-11,0.515624,0.520088,0.495536,0.520088,0.110511,64234800
1997-12-12,0.526784,0.531252,0.500000,0.504464,0.107191,40140800
1997-12-15,0.504464,0.508928,0.491072,0.497768,0.105769,41473600
1997-12-16,0.500000,0.513392,0.500000,0.511160,0.108614,46407200
1997-12-17,0.511160,0.520088,0.497768,0.497768,0.105769,66323600
1997-12-18,0.500000,0.500000,0.491072,0.493304,0.104820,50512000
1997-12-19,0.484376,0.495536,0.473216,0.488840,0.103871,47653200
1997-12-22,0.495536,0.500000,0.470984,0.475448,0.101026,39869200
1997-12-23,0.468752,0.475448,0.462052,0.462052,0.098179,114707600
1997-12-24,0.464284,0.473216,0.464284,0.468752,0.099603,24458000
1997-12-26,0.466516,0.477680,0.464284,0.475448,0.101026,26969600
1997-12-29,0.475448,0.479912,0.459820,0.468752,0.099603,69549200
1997-12-30,0.464284,0.479912,0.455356,0.470984,0.100077,85626800
1997-12-31,0.468752,0.486608,0.462052,0.468752,0.099603,101589600
1998-01-02,0.486608,0.580356,0.482144,0.580356,0.123317,179527600
1998-01-05,0.589284,0.591516,0.542412,0.566964,0.120472,162968400
1998-01-06,0.569196,0.714284,0.526784,0.676340,0.143713,453118400
1998-01-07,0.671876,0.678572,0.618304,0.625000,0.132804,260405600
1998-01-08,0.622768,0.665180,0.604912,0.649552,0.138020,193505200
1998-01-09,0.647320,0.691964,0.625000,0.649552,0.138020,221636800
1998-01-12,0.622768,0.665180,0.611608,0.651784,0.138495,129099600
1998-01-13,0.665180,0.700892,0.660716,0.696428,0.147981,159213600
1998-01-14,0.709820,0.712052,0.687500,0.705356,0.149878,147316400
1998-01-15,0.685268,0.705356,0.665180,0.685268,0.145610,139818000
1998-01-16,0.694196,0.694196,0.667412,0.671876,0.142764,61588800
1998-01-20,0.680804,0.689732,0.665180,0.680804,0.144661,60390400
1998-01-21,0.669644,0.680804,0.662948,0.675224,0.143475,47552400
1998-01-22,0.667412,0.705356,0.665180,0.687500,0.146084,82432000
1998-01-23,0.691964,0.703124,0.687500,0.696428,0.147981,58290400
1998-01-26,0.694196,0.698660,0.671876,0.694196,0.147507,36610000
1998-01-27,0.685268,0.703124,0.678572,0.683036,0.145135,28058800
1998-01-28,0.685268,0.691964,0.665180,0.685268,0.145610,37780400
1998-01-29,0.676340,0.683036,0.660716,0.660716,0.140393,52970400
1998-01-30,0.654016,0.674108,0.651784,0.654016,0.138969,40611200
1998-02-02,0.660716,0.660716,0.620536,0.631696,0.134226,159185600
1998-02-03,0.631696,0.665180,0.631696,0.654016,0.138969,100654400
1998-02-04,0.645088,0.660716,0.642856,0.651784,0.138495,42548800
1998-02-05,0.651784,0.660716,0.642856,0.654016,0.138969,59567200
1998-02-06,0.656252,0.667412,0.651784,0.660716,0.140393,50584800
1998-02-09,0.656252,0.696428,0.656252,0.685268,0.145610,123667600
1998-02-10,0.683036,0.698660,0.680804,0.694196,0.147507,105504000
1998-02-11,0.696428,0.696428,0.674108,0.678572,0.144187,52917200
1998-02-12,0.683036,0.694196,0.680804,0.691964,0.147032,50937600
1998-02-13,0.685268,0.709820,0.678572,0.696428,0.147981,51998800
1998-02-17,0.696428,0.705356,0.696428,0.700892,0.148929,45687600
1998-02-18,0.698660,0.741072,0.698660,0.734376,0.156044,123648000
1998-02-19,0.745536,0.747768,0.714284,0.729912,0.155096,99915200
1998-02-20,0.732144,0.734376,0.707588,0.714284,0.151775,81354000
1998-02-23,0.718752,0.772320,0.714284,0.758928,0.161261,119372400
1998-02-24,0.761160,0.763392,0.741072,0.761160,0.161736,114147600
1998-02-25,0.761160,0.812500,0.747768,0.796876,0.169325,178166800
1998-02-26,0.796876,0.841516,0.781252,0.839284,0.178336,148783600
1998-02-27,0.832588,0.852680,0.805804,0.843752,0.179285,129900400
1998-03-02,0.841516,0.841516,0.794644,0.812500,0.172645,100111200
1998-03-03,0.781252,0.828124,0.772320,0.825892,0.175490,83518400
1998-03-04,0.816964,0.883928,0.816964,0.872768,0.185451,204456000
1998-03-05,0.830356,0.866072,0.825892,0.859376,0.182605,168781200
1998-03-06,0.852680,0.875000,0.834820,0.872768,0.185451,166616800
1998-03-09,0.848216,0.868304,0.803572,0.812500,0.172645,143732400
1998-03-10,0.821428,0.875000,0.819196,0.859376,0.182605,178225600
1998-03-11,0.897320,0.935268,0.877232,0.933036,0.198257,303584400
1998-03-12,0.933036,0.964284,0.912948,0.964284,0.204897,186090800
1998-03-13,0.973216,0.973216,0.937500,0.968752,0.205846,141540000
1998-03-16,0.968752,0.973216,0.935268,0.953124,0.202525,100590000
1998-03-17,0.946428,0.953124,0.924108,0.940848,0.199917,102564000
1998-03-18,0.928572,0.962052,0.928572,0.962052,0.204422,69249600
1998-03-19,0.959820,0.962052,0.948660,0.955356,0.202999,40014800
1998-03-20,0.953124,0.959820,0.928572,0.941964,0.200154,53869200
1998-03-23,0.926340,0.937500,0.879464,0.933036,0.198257,103684000
1998-03-24,0.941964,1.000000,0.937500,1.000000,0.212486,168982800
1998-03-25,0.986608,0.991072,0.941964,0.969868,0.206083,96843600
1998-03-26,0.955356,0.964284,0.944196,0.948660,0.201577,50741600
1998-03-27,0.950892,0.975448,0.941964,0.962052,0.204422,63898800
1998-03-30,0.955356,0.982144,0.955356,0.979912,0.208217,62675200
1998-03-31,0.979912,0.993304,0.973216,0.982144,0.208692,66724000
1998-04-01,0.979912,0.993304,0.966516,0.982144,0.208692,46720800
1998-04-02,0.975448,0.979912,0.962052,0.975448,0.207269,48577200
1998-04-03,0.968752,0.973216,0.957588,0.966516,0.205371,50766800
1998-04-06,0.964284,0.964284,0.935268,0.937500,0.199205,86898000
1998-04-07,0.921876,0.928572,0.888392,0.910716,0.193514,73175200
1998-04-08,0.901784,0.906252,0.881696,0.892856,0.189719,56299600
1998-04-09,0.895088,0.924108,0.892856,0.915180,0.194463,42576800
1998-04-13,0.915180,0.953124,0.892856,0.944196,0.200628,72074800
1998-04-14,0.941964,0.973216,0.941964,0.962052,0.204422,81961600
1998-04-15,0.970984,0.982144,0.950892,0.979912,0.208217,139378400
1998-04-16,1.044644,1.058036,1.006696,1.022320,0.217228,459488400
1998-04-17,1.020088,1.022320,0.988840,0.997768,0.212011,148041600
1998-04-20,0.986608,1.053572,0.984376,1.035716,0.220075,129444000
1998-04-21,1.037948,1.040180,1.017856,1.035716,0.220075,87007200
1998-04-22,1.026784,1.035716,0.982144,0.982144,0.208692,71237600
1998-04-23,0.979912,1.035716,0.970984,0.988840,0.210114,118823600
1998-04-24,0.991072,1.008928,0.982144,0.997768,0.212011,53886000
1998-04-27,0.955356,0.991072,0.955356,0.991072,0.210589,102449200
1998-04-28,0.995536,1.000000,0.937500,0.962052,0.204422,59292800
1998-04-29,0.962052,0.979912,0.955356,0.964284,0.204897,47384400
1998-04-30,0.977680,0.986608,0.966516,0.977680,0.207743,44987600
1998-05-01,0.982144,1.008928,0.959820,1.000000,0.212486,46018000
1998-05-04,1.031252,1.053572,1.031252,1.037948,0.220549,142786000
1998-05-05,1.044644,1.066964,1.040180,1.060268,0.225292,104820800
1998-05-06,1.066964,1.087052,1.044644,1.082588,0.230034,224252000
1998-05-07,1.091516,1.093752,1.066964,1.078124,0.229086,138224800
1998-05-08,1.073660,1.089284,1.069196,1.087052,0.230983,67704000
1998-05-11,1.102680,1.129464,1.098216,1.104912,0.234778,166255600
1998-05-12,1.091516,1.098216,1.069196,1.075892,0.228612,64453200
1998-05-13,1.073660,1.100448,1.058036,1.087052,0.230983,78604400
1998-05-14,1.084820,1.087052,1.062500,1.073660,0.228137,40670000
1998-05-15,1.073660,1.084820,1.044644,1.055804,0.224343,68146400
1998-05-18,1.049108,1.055804,1.013392,1.017856,0.216280,58097200
1998-05-19,1.033484,1.051340,1.029016,1.049108,0.222920,54566400
1998-05-20,1.058036,1.066964,1.026784,1.055804,0.224343,47544000
1998-05-21,1.055804,1.060268,1.022320,1.031252,0.219126,32748800
1998-05-22,1.026784,1.026784,0.975448,0.995536,0.211537,66648400
1998-05-26,1.002232,1.008928,0.950892,0.953124,0.202525,77943600
1998-05-27,0.917412,0.957588,0.915180,0.955356,0.202999,92548400
1998-05-28,0.955356,0.995536,0.955356,0.979912,0.208217,74622800
1998-05-29,0.982144,0.984376,0.944196,0.950892,0.202051,54180000
1998-06-01,0.946428,0.986608,0.915180,0.937500,0.199205,79923200
1998-06-02,0.944196,0.975448,0.928572,0.959820,0.203948,44825200
1998-06-03,0.968752,0.973216,0.935268,0.939732,0.199680,36285200
1998-06-04,0.950892,0.959820,0.921876,0.957588,0.203474,39034800
1998-06-05,0.959820,0.973216,0.941964,0.959820,0.203948,30830800
1998-06-08,0.964284,0.988840,0.957588,0.973216,0.206794,31656800
1998-06-09,0.977680,1.017856,0.977680,1.008928,0.214383,68936000
1998-06-10,1.000000,1.035716,0.986608,1.002232,0.212960,57307600
1998-06-11,1.006696,1.022320,0.993304,0.993304,0.211063,45029600
1998-06-12,0.986608,1.008928,0.977680,1.004464,0.213434,55963600
1998-06-15,0.973216,1.008928,0.973216,0.982144,0.208692,34165600
1998-06-16,0.988840,1.004464,0.975448,1.000000,0.212486,32421200
1998-06-17,1.000000,1.020088,0.997768,1.004464,0.213434,46793600
1998-06-18,0.991072,1.002232,0.970984,0.975448,0.207269,29999200
1998-06-19,0.977680,0.979912,0.955356,0.966516,0.205371,34389600
1998-06-22,0.964284,0.984376,0.955356,0.977680,0.207743,33642000
1998-06-23,0.979912,1.004464,0.973216,0.993304,0.211063,57764000
1998-06-24,0.991072,1.022320,0.975448,1.008928,0.214383,68448800
1998-06-25,1.020088,1.029016,1.011160,1.020088,0.216754,47952800
