dateTime|region|sessionsA|sessionsB|isMissing
2023-06-16 03:00:00|R5|94.69302098584676|172.46559297218155|0.0
2023-06-16 03:15:00|R1|3980183542.594436|491080393.7628111|0.0
2023-06-16 03:15:00|R2|2246265638.47633|248047485.8828697|0.0
2023-06-16 03:15:00|R3|6333610203.241581|661084318.7808688|0.0
2023-06-16 03:15:00|R4|2771617367.5402637|305552639.26403123|0.0
2023-06-16 03:15:00|R5|81.83992191312835|147.26012689116644|0.0
2023-06-16 03:30:00|R1|3916125427.7432895|514256312.95851636|0.0
2023-06-16 03:30:00|R2|2139848925.908248|274405278.6207906|0.0
2023-06-16 03:30:00|R3|6337274859.0141535|656097741.9258175|0.0
2023-06-16 03:30:00|R4|2731660407.2513423|326953115.25524646|0.0
2023-06-16 03:30:00|R5|81.82820888238165|146.45680819912153|0.0
2023-06-16 03:45:00|R1|3832012596.024402|481680443.30405074|0.0
2023-06-16 03:45:00|R2|2077175892.1561737|257244550.3738409|0.0
2023-06-16 03:45:00|R3|6257289319.7755|618803320.8491948|0.0
2023-06-16 03:45:00|R4|2743887864.3230844|313906464.2713519|0.0
2023-06-16 03:45:00|R5|88.65104929233773|156.97315763787213|0.0
2023-06-16 04:00:00|R1|3817118547.1595902|513359078.92532945|0.0
2023-06-16 04:00:00|R2|2083341507.874085|243045018.74280137|0.0
2023-06-16 04:00:00|R3|6397782503.628111|695820042.7798927|0.0
2023-06-16 04:00:00|R4|2821189744.088824|333483453.8467545|0.0
2023-06-16 04:00:00|R5|96.95656417764764|179.05612493899463|0.0
2023-06-16 04:15:00|R1|3851752261.2337728|491480772.9233773|0.0
2023-06-16 04:15:00|R2|2046631324.9009273|258923067.76866764|0.0
2023-06-16 04:15:00|R3|6588680486.722303|682433879.5890678|0.0
2023-06-16 04:15:00|R4|2924173461.647633|319058284.0351391|0.0
2023-06-16 04:15:00|R5|91.18984870668619|160.06539775500244|0.0
2023-06-16 04:30:00|R1|3932167058.1669106|519431620.65495366|0.0
2023-06-16 04:30:00|R2|2046411510.8101513|263193308.03611517|0.0
2023-06-16 04:30:00|R3|6892380347.676915|709105124.9751098|0.0
2023-06-16 04:30:00|R4|3044551848.1551976|324902904.6217667|0.0
2023-06-16 04:30:00|R5|94.72718399219131|166.66276232308442|0.0
2023-06-16 04:45:00|R1|4077928884.934114|526943014.9302099|0.0
2023-06-16 04:45:00|R2|2107554269.4494874|289980797.29721814|0.0
2023-06-16 04:45:00|R3|7195567533.897511|723553047.8487067|0.0
2023-06-16 04:45:00|R4|3255463599.7110786|328317712.8892143|0.0
2023-06-16 04:45:00|R5|106.61981454367984|190.96730112249878|0.0
2023-06-16 05:00:00|R1|3573285991.4572964|523331658.02342606|0.0
2023-06-16 05:00:00|R2|1885381954.1844802|306932823.96974134|0.0
2023-06-16 05:00:00|R3|5634984666.615911|730315140.3006345|0.0
2023-06-16 05:00:00|R4|2755398379.8818936|370562150.74280137|0.0
2023-06-16 05:00:00|R5|113.65739385065886|211.48072230356271|0.0
2023-06-16 05:15:00|R1|3639063131.830161|548320475.8760371|0.0
2023-06-16 05:15:00|R2|1862686271.659346|284677010.9965837|0.0
2023-06-16 05:15:00|R3|5654373058.6891165|766545367.6837481|0.0
2023-06-16 05:15:00|R4|2804617533.06491|377915263.4006833|0.0
2023-06-16 05:15:00|R5|100.41288433382138|183.41825280624695|0.0
2023-06-16 05:30:00|R1|3942140462.489995|567419123.5392874|0.0
2023-06-16 05:30:00|R2|2031983717.7852612|308505019.5373353|0.0
2023-06-16 05:30:00|R3|6206751668.166911|819607563.0531967|0.0
2023-06-16 05:30:00|R4|3069587467.5929723|409646123.08052707|0.0
2023-06-16 05:30:00|R5|105.39482674475354|190.78867740361153|0.0
2023-06-16 05:45:00|R1|4286501991.657394|596531035.1810639|0.0
2023-06-16 05:45:00|R2|2193899155.9248414|322292623.63103956|0.0
2023-06-16 05:45:00|R3|6771781190.087848|868717627.3430942|0.0
2023-06-16 05:45:00|R4|3337280137.600781|486532639.4270376|0.0
2023-06-16 05:45:00|R5|94.79453391898487|173.3626159102001|0.0
2023-06-16 06:00:00|R1|4848570951.362616|710280020.2733041|0.0
2023-06-16 06:00:00|R2|2473195686.3572474|389105338.8570034|0.0
2023-06-16 06:00:00|R3|7598622518.3191805|967045306.4333822|0.0
2023-06-16 06:00:00|R4|3873698773.7774525|502267739.8789654|0.0
2023-06-16 06:00:00|R5|104.01464128843338|188.40117130307468|0.0
2023-06-16 06:15:00|R1|5357624974.166911|702678760.863836|0.0
2023-06-16 06:15:00|R2|2738311760.0858955|342384755.4895071|0.0
2023-06-16 06:15:00|R3|8539458963.387994|1084576209.1176183|0.0
2023-06-16 06:15:00|R4|4369777637.10981|539388246.5846754|0.0
2023-06-16 06:15:00|R5|100.02049780380673|179.81161542215716|0.0
2023-06-16 06:30:00|R1|6008844840.937042|747096702.8579795|0.0
2023-06-16 06:30:00|R2|3028145975.8604198|387215249.4729136|0.0
2023-06-16 06:30:00|R3|9661980315.431917|1221308980.0546608|0.0
2023-06-16 06:30:00|R4|4932676805.252318|657180133.9863348|0.0
2023-06-16 06:30:00|R5|119.56954612005856|212.6490971205466|0.0
2023-06-16 06:45:00|R1|6797952382.428502|834830431.5061005|0.0
2023-06-16 06:45:00|R2|3324065246.546608|396363583.0922401|0.0
2023-06-16 06:45:00|R3|10997546725.735481|1377679234.635432|0.0
2023-06-16 06:45:00|R4|5509463491.591996|737417855.7930698|0.0
2023-06-16 06:45:00|R5|126.46949731576379|201.16251830161053|0.0
2023-06-16 07:00:00|R1|7717495779.831137|890498354.5427037|0.0
2023-06-16 07:00:00|R2|3701040265.3811617|465525600.39238656|0.0
2023-06-16 07:00:00|R3|12348062452.91557|1469128206.0702782|0.0
2023-06-16 07:00:00|R4|6078040110.530015|815646275.3723768|0.0
2023-06-16 07:00:00|R5|209.21229868228403|275.80966325036604|0.0
2023-06-16 07:15:00|R1|8587960951.175207|995228675.3079551|0.0
2023-06-16 07:15:00|R2|4085588166.5866275|523190961.4280137|0.0
2023-06-16 07:15:00|R3|13321623902.79551|1756850174.4197168|0.0
2023-06-16 07:15:00|R4|6462926241.561737|822837438.0488043|0.0
2023-06-16 07:15:00|R5|138.55636896046852|256.6022449975598|0.0
2023-06-16 07:30:00|R1|9426137965.293314|1174514188.656906|0.0
2023-06-16 07:30:00|R2|4532400378.281113|536500918.08589554|0.0
2023-06-16 07:30:00|R3|13973978635.415325|1794078042.886286|0.0
2023-06-16 07:30:00|R4|6760271835.5324545|856574386.1805758|0.0
2023-06-16 07:30:00|R5|127.96388482186433|237.7481698389458|0.0
2023-06-16 07:45:00|R1|10076019343.3265|1194288568.8033187|0.0
2023-06-16 07:45:00|R2|4965264919.115666|570576032.9604685|0.0
2023-06-16 07:45:00|R3|12637700344.574915|1637315239.2464616|1.0
2023-06-16 07:45:00|R4|6975265721.038555|870340980.1971693|0.0
2023-06-16 07:45:00|R5|125.97559785261103|228.6422645192777|0.0
2023-06-16 08:00:00|R1|10607313247.066862|1231501455.3225963|0.0
2023-06-16 08:00:00|R2|5312148396.285017|615813986.2498779|0.0
2023-06-16 08:00:00|R3|14487015943.070766|1928762193.3958027|0.0
2023-06-16 08:00:00|R4|6978086898.658858|893866274.4294778|0.0
2023-06-16 08:00:00|R5|120.35822352367008|222.32601268911665|0.0
2023-06-16 08:15:00|R1|10963399286.39141|1309739774.9731576|0.0
2023-06-16 08:15:00|R2|5612255481.192777|682331361.0883358|0.0
2023-06-16 08:15:00|R3|14675531536.508541|2017715604.772084|0.0
2023-06-16 08:15:00|R4|7016880519.198633|975420166.7262079|0.0
2023-06-16 08:15:00|R5|130.23523670082966|233.78526110297707|0.0
2023-06-16 08:30:00|R1|11259072816.55344|1351628213.2669594|0.0
2023-06-16 08:30:00|R2|5828586250.826745|756746775.6876525|0.0
2023-06-16 08:30:00|R3|14612343795.02489|2046315378.340654|0.0
2023-06-16 08:30:00|R4|7013098139.380185|913576268.966325|0.0
2023-06-16 08:30:00|R5|137.22205954123962|240.50366032210835|0.0
2023-06-16 08:45:00|R1|11590111370.317228|1408429807.8779893|0.0
2023-06-16 08:45:00|R2|6014579084.584676|734694871.760859|0.0
2023-06-16 08:45:00|R3|14655474143.256222|2019618831.579307|0.0
2023-06-16 08:45:00|R4|7022036319.008297|932928146.8872621|0.0
2023-06-16 08:45:00|R5|143.5568570034163|246.21669106881404|0.0
2023-06-16 09:00:00|R1|11803822693.439726|1515501287.2083943|0.0
2023-06-16 09:00:00|R2|6085357550.730112|765866157.988287|0.0
2023-06-16 09:00:00|R3|14671137350.427526|2076156761.761835|0.0
2023-06-16 09:00:00|R4|6982447849.788189|910029823.716935|0.0
2023-06-16 09:00:00|R5|173.95217179111762|318.7652513421181|0.0
2023-06-16 09:15:00|R1|11851009212.681309|1401751431.5607615|0.0
2023-06-16 09:15:00|R2|6153453247.918984|753308664.9702294|0.0
2023-06-16 09:15:00|R3|14667349323.054173|2069819143.4280136|0.0
2023-06-16 09:15:00|R4|6948842312.241094|932562673.7930698|0.0
2023-06-16 09:15:00|R5|142.21181063933625|251.37530502684237|0.0
2023-06-16 09:30:00|R1|11987553159.850658|1467197339.112738|0.0
2023-06-16 09:30:00|R2|6294347038.461689|816595828.942899|0.0
2023-06-16 09:30:00|R3|14697321390.347486|2124877160.669595|0.0
2023-06-16 09:30:00|R4|6961287304.982919|945622484.0087848|0.0
2023-06-16 09:30:00|R5|149.0873596876525|260.08394338701805|0.0
2023-06-16 09:45:00|R1|11997565956.692045|1499647981.3450463|0.0
2023-06-16 09:45:00|R2|6355303129.15959|801275250.091752|0.0
2023-06-16 09:45:00|R3|14787019763.530502|2120076700.8384578|0.0
2023-06-16 09:45:00|R4|6969103903.63592|976942544.5192777|0.0
2023-06-16 09:45:00|R5|143.01610541727672|241.14299658369936|0.0
2023-06-16 10:00:00|R1|12065835093.11957|1555550721.3948267|0.0
2023-06-16 10:00:00|R2|6449154991.36164|824586537.8360176|0.0
2023-06-16 10:00:00|R3|14920174403.852612|2135733642.489019|0.0
2023-06-16 10:00:00|R4|6967571880.8091755|997185904.4509517|0.0
2023-06-16 10:00:00|R5|142.29087359687654|264.20009760858954|0.0
2023-06-16 10:15:00|R1|12079004945.625183|1509748703.611518|0.0
2023-06-16 10:15:00|R2|6503241304.231333|825103374.0078087|0.0
2023-06-16 10:15:00|R3|14952303758.726208|2108995871.8457785|0.0
2023-06-16 10:15:00|R4|6973606082.640312|941367675.6417764|0.0
2023-06-16 10:15:00|R5|151.71010248901902|264.5758906783797|0.0
2023-06-16 10:30:00|R1|12134043477.673986|1578555076.9155686|0.0
2023-06-16 10:30:00|R2|6518063925.258175|812265784.9917033|0.0
2023-06-16 10:30:00|R3|15099040038.312347|2136590245.6993656|0.0
2023-06-16 10:30:00|R4|7074275748.687164|976583770.2469497|0.0
2023-06-16 10:30:00|R5|213.6183504148365|367.7071742313324|0.0
2023-06-16 10:45:00|R1|12268202081.56076|1602878503.4123962|0.0
2023-06-16 10:45:00|R2|6612995802.447047|904075144.7193753|0.0
2023-06-16 10:45:00|R3|15364775016.650074|2144584096.657882|0.0
2023-06-16 10:45:00|R4|7162824575.716935|973784621.1351879|0.0
2023-06-16 10:45:00|R5|175.68081991215226|305.7471937530503|0.0
2023-06-16 11:00:00|R1|12203183944.707663|1623043596.136652|0.0
2023-06-16 11:00:00|R2|6643909013.398731|860860842.1181064|0.0
2023-06-16 11:00:00|R3|15441032658.585651|2167882623.1371403|0.0
2023-06-16 11:00:00|R4|7167947372.811128|982623256.6100537|0.0
2023-06-16 11:00:00|R5|167.1351878965349|253.82820888238166|0.0
2023-06-16 11:15:00|R1|12170848563.691557|1599430079.8496828|0.0
2023-06-16 11:15:00|R2|6603907964.489995|857332734.4821864|0.0
2023-06-16 11:15:00|R3|15477057124.306492|2201839751.877013|0.0
2023-06-16 11:15:00|R4|7244270440.059542|1046686809.1459248|0.0
2023-06-16 11:15:00|R5|180.9360663738409|253.01805758906784|0.0
2023-06-16 11:30:00|R1|12181984241.637873|1519629646.5017083|0.0
2023-06-16 11:30:00|R2|6611457762.654954|847466340.2313323|0.0
2023-06-16 11:30:00|R3|15521354710.361153|2175889410.932162|0.0
2023-06-16 11:30:00|R4|7280449441.013177|966459461.9921913|0.0
2023-06-16 11:30:00|R5|144.31722791605662|256.0527086383602|0.0
2023-06-16 11:45:00|R1|12147829962.449|1527423820.510493|0.0
2023-06-16 11:45:00|R2|6670792055.035627|848572214.886286|0.0
2023-06-16 11:45:00|R3|15569998102.488043|2192416994.8394337|0.0
2023-06-16 11:45:00|R4|7289768925.738409|1021537199.760859|0.0
2023-06-16 11:45:00|R5|140.12005856515373|246.77794045876038|0.0
2023-06-16 12:00:00|R1|12131558366.092728|1509350334.8013666|0.0
2023-06-16 12:00:00|R2|6696265628.260615|946588501.7110785|0.0
2023-06-16 12:00:00|R3|15500201395.31674|2220294608.9077597|0.0
2023-06-16 12:00:00|R4|7211416723.913128|972684745.579307|0.0
2023-06-16 12:00:00|R5|147.63299170326988|264.1815519765739|0.0
2023-06-16 12:15:00|R1|12046664956.658857|1588158069.410444|0.0
2023-06-16 12:15:00|R2|6761474462.984871|901216156.3757931|0.0
2023-06-16 12:15:00|R3|15676721258.97999|2155327733.5861397|0.0
2023-06-16 12:15:00|R4|7200483028.367985|974874992.6686188|0.0
2023-06-16 12:15:00|R5|162.2342606149341|287.3479746217667|0.0
2023-06-16 12:30:00|R1|12089850081.374329|1592625580.9019034|0.0
2023-06-16 12:30:00|R2|6786537712.921425|852249483.7237676|0.0
2023-06-16 12:30:00|R3|15839419314.659834|2141613450.0380673|0.0
2023-06-16 12:30:00|R4|7260576739.978526|999748237.6554416|0.0
2023-06-16 12:30:00|R5|147.38604197169352|255.6798438262567|0.0
2023-06-16 12:45:00|R1|12065432710.243046|1535465027.217179|0.0
2023-06-16 12:45:00|R2|6755281702.497804|887989827.1673987|0.0
2023-06-16 12:45:00|R3|15766549492.213762|2165130856.161054|0.0
2023-06-16 12:45:00|R4|7274590228.215715|911104537.7471937|0.0
2023-06-16 12:45:00|R5|164.60614934114201|288.2030258662762|0.0
2023-06-16 13:00:00|R1|8107840543.373353|1066011363.3499268|1.0
2023-06-16 13:00:00|R2|6765137142.9058075|891439030.591508|0.0
2023-06-16 13:00:00|R3|15721620275.682772|2147345039.0600293|0.0
2023-06-16 13:00:00|R4|7305944819.889702|960542620.0995607|0.0
2023-06-16 13:00:00|R5|146.30941922889215|266.66764275256224|0.0
2023-06-16 13:15:00|R1|12189606799.345047|1516383915.749146|0.0
2023-06-16 13:15:00|R2|6770934010.367008|907535612.3679844|0.0
2023-06-16 13:15:00|R3|15838102615.760859|2147548012.2801366|0.0
2023-06-16 13:15:00|R4|7299756768.899951|1012698691.4416789|0.0
2023-06-16 13:15:00|R5|145.2796486090776|264.1961932650073|0.0
2023-06-16 13:30:00|R1|12259744467.192778|1538044713.2103465|0.0
2023-06-16 13:30:00|R2|6814021029.191801|835853132.8150318|0.0
2023-06-16 13:30:00|R3|15924368204.477306|2157671042.31918|0.0
2023-06-16 13:30:00|R4|7356407537.941435|1062084521.6525134|0.0
2023-06-16 13:30:00|R5|143.87994143484627|262.80429477794047|0.0
2023-06-16 13:45:00|R1|12324414123.678867|1489955627.5685701|0.0
2023-06-16 13:45:00|R2|6878060888.383602|833550151.5929722|0.0
2023-06-16 13:45:00|R3|16057686644.898975|2167261804.934114|0.0
2023-06-16 13:45:00|R4|7473319504.937042|962592485.5578331|0.0
2023-06-16 13:45:00|R5|137.06002928257686|250.61883845778428|0.0
2023-06-16 14:00:00|R1|12259294975.24939|1546786347.8379698|0.0
2023-06-16 14:00:00|R2|6934332407.5441675|854018166.1815519|0.0
2023-06-16 14:00:00|R3|15997052562.451927|2143060649.8496828|0.0
2023-06-16 14:00:00|R4|7475881639.243533|1011020375.8272328|0.0
2023-06-16 14:00:00|R5|146.2059541239629|263.792093704246|0.0
2023-06-16 14:15:00|R1|12377713923.47389|1562289513.0639336|0.0
2023-06-16 14:15:00|R2|6976598988.94778|857393729.1107857|0.0
2023-06-16 14:15:00|R3|15974602456.295753|2192799684.9282575|0.0
2023-06-16 14:15:00|R4|7497569835.973645|993487822.988775|0.0
2023-06-16 14:15:00|R5|159.28160078086873|283.18301610541727|0.0
2023-06-16 14:30:00|R1|12460333659.434847|1484744888.5612495|0.0
2023-06-16 14:30:00|R2|7086662956.301611|820008595.771596|0.0
2023-06-16 14:30:00|R3|16036066572.053684|2175904460.362128|0.0
2023-06-16 14:30:00|R4|7542902743.506101|975315276.4714495|0.0
2023-06-16 14:30:00|R5|153.37140068326013|267.5998047828209|0.0
2023-06-16 14:45:00|R1|12490834368.392387|1483396708.3914104|0.0
2023-06-16 14:45:00|R2|7169470780.090776|845736915.5549048|0.0
2023-06-16 14:45:00|R3|16119292214.989752|2177087469.2737923|0.0
2023-06-16 14:45:00|R4|7675405768.352367|1012761971.7110785|0.0
2023-06-16 14:45:00|R5|148.90580771107858|246.4694973157638|0.0
2023-06-16 15:00:00|R1|8353900115.171303|1073577180.7789166|1.0
2023-06-16 15:00:00|R2|7264932238.439239|889128012.2254758|0.0
2023-06-16 15:00:00|R3|16160516393.679844|2233945803.075647|0.0
2023-06-16 15:00:00|R4|7715538975.704246|1025363829.4475354|0.0
2023-06-16 15:00:00|R5|140.09663250366032|252.11029770619814|0.0
2023-06-16 15:15:00|R1|12541882322.133724|1463482258.0156174|0.0
2023-06-16 15:15:00|R2|7309263264.743777|875111086.0039043|0.0
2023-06-16 15:15:00|R3|16157096550.108345|2226154140.3494387|0.0
2023-06-16 15:15:00|R4|7726490312.797462|1009249166.9458272|0.0
2023-06-16 15:15:00|R5|129.73548072230355|241.7706198145437|0.0
2023-06-16 15:30:00|R1|12586697677.08443|1560125929.3255246|0.0
2023-06-16 15:30:00|R2|7251299103.138116|866112312.2703758|0.0
2023-06-16 15:30:00|R3|16149826425.666178|2238291362.913616|0.0
2023-06-16 15:30:00|R4|7748658595.072719|1052296817.0990727|0.0
2023-06-16 15:30:00|R5|127.29331381161542|229.97462176671547|0.0
2023-06-16 15:45:00|R1|12583975281.370424|1551100157.976574|0.0
2023-06-16 15:45:00|R2|7321108996.581747|843290282.1864324|0.0
2023-06-16 15:45:00|R3|16158193063.762812|2230215914.077111|0.0
2023-06-16 15:45:00|R4|7797436964.418741|1005521798.1581259|0.0
2023-06-16 15:45:00|R5|0.0|0.0|1.0
2023-06-16 16:00:00|R1|12728219143.739386|1549165452.8150318|0.0
2023-06-16 16:00:00|R2|7438486403.614446|887707676.6412884|0.0
2023-06-16 16:00:00|R3|15969092947.004393|2238735119.72572|0.0
2023-06-16 16:00:00|R4|7578283189.559785|994909594.4694973|0.0
2023-06-16 16:00:00|R5|0.0|0.0|1.0
2023-06-16 16:15:00|R1|12771162242.982918|1581954611.2230356|0.0
2023-06-16 16:15:00|R2|7451852949.699366|879120597.5470961|0.0
2023-06-16 16:15:00|R3|16049161151.046364|2147460368.4607124|0.0
2023-06-16 16:15:00|R4|7626565411.180088|1025029934.6754514|0.0
2023-06-16 16:15:00|R5|129.3343094192289|229.71205466081014|0.0
2023-06-16 16:30:00|R1|12840802788.715471|1508990901.897511|0.0
2023-06-16 16:30:00|R2|7530740602.102489|884611386.5993167|0.0
2023-06-16 16:30:00|R3|16126602483.429966|2227687812.0175695|0.0
2023-06-16 16:30:00|R4|3399197997.83797|455588932.5183016|1.0
2023-06-16 16:30:00|R5|144.52318204001952|247.79599804782822|0.0
2023-06-16 16:45:00|R1|12842247309.849682|1544060219.8233285|0.0
2023-06-16 16:45:00|R2|7505872255.704246|922959848.6071254|0.0
2023-06-16 16:45:00|R3|16086167502.024403|2261459007.166423|0.0
2023-06-16 16:45:00|R4|7729833582.331869|1065226323.5500244|0.0
2023-06-16 16:45:00|R5|126.40409956076135|225.16935090287944|0.0
2023-06-16 17:00:00|R1|12860851548.938995|1598283920.6754515|0.0
2023-06-16 17:00:00|R2|7605286587.272816|889694420.8560274|0.0
2023-06-16 17:00:00|R3|15955797883.072718|2262483586.6002927|0.0
2023-06-16 17:00:00|R4|7660467170.058565|1048163453.5832113|0.0
2023-06-16 17:00:00|R5|124.398243045388|218.6891166422645|0.0
2023-06-16 17:15:00|R1|12839713423.368473|1537603683.2464616|0.0
2023-06-16 17:15:00|R2|7645118857.125427|915045873.4807223|0.0
2023-06-16 17:15:00|R3|16167409252.769156|2245609595.056125|0.0
2023-06-16 17:15:00|R4|7818174955.5841875|1031307768.9936554|0.0
2023-06-16 17:15:00|R5|119.33723767691556|217.39385065885799|0.0
2023-06-16 17:30:00|R1|12922863860.681309|1509115397.044412|0.0
2023-06-16 17:30:00|R2|7718258141.323572|929892397.9599805|0.0
2023-06-16 17:30:00|R3|16462312566.203026|2261227294.399219|0.0
2023-06-16 17:30:00|R4|8063516908.550512|1042239263.7471937|0.0
2023-06-16 17:30:00|R5|125.29819424109321|225.57052220595412|0.0
2023-06-16 17:45:00|R1|13280024678.381649|1571829111.8233285|0.0
2023-06-16 17:45:00|R2|7788275265.305027|894792016.9712055|0.0
2023-06-16 17:45:00|R3|16789860528.959492|2261510993.4367986|0.0
2023-06-16 17:45:00|R4|8395569884.764276|1113875713.3352854|0.0
2023-06-16 17:45:00|R5|124.53294289897511|219.45924841386042|0.0
2023-06-16 18:00:00|R1|13324152783.33138|1567347057.818448|0.0
2023-06-16 18:00:00|R2|7893201854.403124|931462960.4441191|0.0
2023-06-16 18:00:00|R3|17196615698.15422|2410632512.5632014|0.0
2023-06-16 18:00:00|R4|8517177125.18204|1071344508.4324061|0.0
2023-06-16 18:00:00|R5|125.61639824304538|224.3084431429966|0.0
2023-06-16 18:15:00|R1|13571529883.706198|1557538465.1517813|0.0
2023-06-16 18:15:00|R2|8118933318.436311|877370790.1659346|0.0
2023-06-16 18:15:00|R3|17645115032.459736|2436214116.340654|0.0
2023-06-16 18:15:00|R4|8771007485.268911|1106421148.7330406|0.0
2023-06-16 18:15:00|R5|125.04050756466569|239.33235724743778|0.0
2023-06-16 18:30:00|R1|13851712604.38653|1595546503.0551488|0.0
2023-06-16 18:30:00|R2|8304319307.694485|925723078.352367|0.0
2023-06-16 18:30:00|R3|17837178144.116154|2435383535.8818936|0.0
2023-06-16 18:30:00|R4|9047236672.46657|1142992845.1166422|0.0
2023-06-16 18:30:00|R5|125.6944851146901|219.30014641288435|0.0
2023-06-16 18:45:00|R1|14095258607.876038|1591595523.521718|0.0
2023-06-16 18:45:00|R2|8480919289.799902|911785281.5295266|0.0
2023-06-16 18:45:00|R3|18217647324.76525|2401867504.012689|0.0
2023-06-16 18:45:00|R4|9213748227.861395|1161600065.09224|0.0
2023-06-16 18:45:00|R5|124.0165934602245|218.14738897022937|0.0
2023-06-16 19:00:00|R1|14343287301.534407|1614892510.875549|0.0
2023-06-16 19:00:00|R2|8521451179.676915|922002580.806247|0.0
2023-06-16 19:00:00|R3|18477079358.76818|2558289346.3230844|0.0
2023-06-16 19:00:00|R4|9099369353.100048|1259323304.6861885|0.0
2023-06-16 19:00:00|R5|111.90824792581748|200.58174719375305|0.0
